NpcId,PosX,PosZ,PosY,RotY,AssetID,NpcName,NpcQuest,NpcTalk,BabySkillLearn,UIAssetsId,QuestID,Transfer,NpcType,SceneID,OpenLv,
6296,-10.89,11.52,0,0,122,曼陀罗草,,30011,,,,,NT_Tongji,3,,
6297,8.793,-0.425,0,0,6,熊猫团,,30012,,,,,NT_Tongji,3,,
6298,1.85,20.47,0,0,167,雪山幻魔,,30013,,,,,NT_Tongji,30,,
6299,7.15,7.2,0,0,155,风蜘蛛,,30014,,,,,NT_Tongji,30,,
6300,8.793,-15.397,0,0,189,炼狱魔蝎,,30015,,,,,NT_Tongji,30,,
6301,-6.91,-7.41,0,0,24,海底龟,,30016,,,,,NT_Tongji,30,,
6302,18.54,-9.22,0,0,163,山贼,,30017,,,,,NT_Tongji,30,,
6303,9.45,-14.36,0,0,151,罗刹鬼,,30018,,,,,NT_Tongji,30,,
6304,13.75,-7.4,0,0,23,石像怪,,30019,,,,,NT_Tongji,30,,
6305,15.69,-3.75,0,0,240,地精,,30020,,,,,NT_Tongji,30,,
6306,13.67,8.23,0,0,142,胖蝙蝠,,30021,,,,,NT_Tongji,20,,
6307,13.71,6.6,0,0,120,人魔草,,30022,,,,,NT_Tongji,20,,
6308,14.99,7.48,0,0,110,土著仙人掌,,30023,,,,,NT_Tongji,20,,
6309,16.63,7.06,0,0,223,蜥蜴人斗士,,30024,,,,,NT_Tongji,20,,
6310,17.28,8.38,0,0,85,泰坦巨人,,30025,,,,,NT_Tongji,20,,
6311,-8.15,14.74,0,0,126,骷髅海盗,,30026,,,,,NT_Tongji,3,,
6312,3.82,2.43,0,0,6,熊猫团,,30027,,,,,NT_Tongji,30,,
6313,1.08,-4.5,0,0,141,海蝙蝠,,30028,,,,,NT_Tongji,30,,
6314,-1.19,-7.91,0,0,113,暗影,,30029,,,,,NT_Tongji,30,,
6315,9.83,-7.02,0,0,100,功夫刺魔,,30030,,,,,NT_Tongji,30,,
6316,-5.01,0.32,0,0,81,食尸鬼,,30001,,,,,NT_Tongji,2,,
6317,1.56,1.52,0,0,100,功夫刺魔,,30002,,,,,NT_Tongji,2,,
6318,0.17,-2.91,0,0,173,暴君熊,,30003,,,,,NT_Tongji,2,,
6319,-8.27,7.06,0,0,111,炽热魔芋,,30004,,,,,NT_Tongji,2,,
6320,-1.96,-0.22,0,0,83,巨人,,30005,,,,,NT_Tongji,2,,
6321,-2.95,-3.6,0,0,87,熔岩臭臭花,,30006,,,,,NT_Tongji,2,,
6322,-1.86,6.31,0,0,121,死亡之花,,30007,,,,,NT_Tongji,2,,
6323,-10.08,8.347,0,0,88,沙漠臭臭花,,30008,,,,,NT_Tongji,2,,
6324,3.07,-0.77,0,0,115,小丑炸弹魔,,30009,,,,,NT_Tongji,2,,
6325,7.024,-0.41,0,0,56,水蜘蛛,,30010,,,,,NT_Tongji,2,,
6326,-10.89,11.52,0,0,122,曼陀罗草,,30011,,,,,NT_Tongji,3,,
6327,8.793,-0.425,0,0,6,熊猫团,,30012,,,,,NT_Tongji,3,,
6328,1.85,20.47,0,0,167,雪山幻魔,,30013,,,,,NT_Tongji,30,,
6329,7.15,7.2,0,0,155,风蜘蛛,,30014,,,,,NT_Tongji,30,,
6330,8.793,-15.397,0,0,189,炼狱魔蝎,,30015,,,,,NT_Tongji,30,,
6331,-6.91,-7.41,0,0,24,海底龟,,30016,,,,,NT_Tongji,30,,
6332,18.54,-9.22,0,0,163,山贼,,30017,,,,,NT_Tongji,30,,
6333,9.45,-14.36,0,0,151,罗刹鬼,,30018,,,,,NT_Tongji,30,,
6334,13.75,-7.4,0,0,23,石像怪,,30019,,,,,NT_Tongji,30,,
6335,15.69,-3.75,0,0,240,地精,,30020,,,,,NT_Tongji,30,,
6336,13.67,8.23,0,0,142,胖蝙蝠,,30021,,,,,NT_Tongji,20,,
6337,13.71,6.6,0,0,120,人魔草,,30022,,,,,NT_Tongji,20,,
6338,14.99,7.48,0,0,110,土著仙人掌,,30023,,,,,NT_Tongji,20,,
6339,16.63,7.06,0,0,223,蜥蜴人斗士,,30024,,,,,NT_Tongji,20,,
6340,17.28,8.38,0,0,85,泰坦巨人,,30025,,,,,NT_Tongji,20,,
6341,-8.15,14.74,0,0,126,骷髅海盗,,30026,,,,,NT_Tongji,3,,
6342,3.82,2.43,0,0,6,熊猫团,,30027,,,,,NT_Tongji,30,,
6343,1.08,-4.5,0,0,141,海蝙蝠,,30028,,,,,NT_Tongji,30,,
6344,-1.19,-7.91,0,0,113,暗影,,30029,,,,,NT_Tongji,30,,
6345,9.83,-7.02,0,0,100,功夫刺魔,,30030,,,,,NT_Tongji,30,,
6381,-5.01,0.32,0,0,81,食尸鬼,,30001,,,,,NT_Tongji,2,,
6382,1.56,1.52,0,0,100,功夫刺魔,,30002,,,,,NT_Tongji,2,,
6383,0.17,-2.91,0,0,173,暴君熊,,30003,,,,,NT_Tongji,2,,
6384,-8.27,7.06,0,0,111,炽热魔芋,,30004,,,,,NT_Tongji,2,,
6385,-1.96,-0.22,0,0,83,巨人,,30005,,,,,NT_Tongji,2,,
6386,-2.95,-3.6,0,0,87,熔岩臭臭花,,30006,,,,,NT_Tongji,2,,
6387,-1.86,6.31,0,0,121,死亡之花,,30007,,,,,NT_Tongji,2,,
6388,-10.08,8.347,0,0,88,沙漠臭臭花,,30008,,,,,NT_Tongji,2,,
6389,3.07,-0.77,0,0,115,小丑炸弹魔,,30009,,,,,NT_Tongji,2,,
6390,7.024,-0.41,0,0,56,水蜘蛛,,30010,,,,,NT_Tongji,2,,
6391,-10.89,11.52,0,0,122,曼陀罗草,,30011,,,,,NT_Tongji,3,,
6392,8.793,-0.425,0,0,6,熊猫团,,30012,,,,,NT_Tongji,3,,
6393,1.85,20.47,0,0,167,雪山幻魔,,30013,,,,,NT_Tongji,30,,
6394,7.15,7.2,0,0,155,风蜘蛛,,30014,,,,,NT_Tongji,30,,
6395,8.793,-15.397,0,0,189,炼狱魔蝎,,30015,,,,,NT_Tongji,30,,
6396,-6.91,-7.41,0,0,24,海底龟,,30016,,,,,NT_Tongji,30,,
6397,18.54,-9.22,0,0,163,山贼,,30017,,,,,NT_Tongji,30,,
6398,9.45,-14.36,0,0,151,罗刹鬼,,30018,,,,,NT_Tongji,30,,
6399,13.75,-7.4,0,0,23,石像怪,,30019,,,,,NT_Tongji,30,,
6400,15.69,-3.75,0,0,240,地精,,30020,,,,,NT_Tongji,30,,
6401,13.67,8.23,0,0,142,胖蝙蝠,,30021,,,,,NT_Tongji,20,,
6402,13.71,6.6,0,0,120,人魔草,,30022,,,,,NT_Tongji,20,,
6403,14.99,7.48,0,0,110,土著仙人掌,,30023,,,,,NT_Tongji,20,,
6404,16.63,7.06,0,0,223,蜥蜴人斗士,,30024,,,,,NT_Tongji,20,,
6405,17.28,8.38,0,0,85,泰坦巨人,,30025,,,,,NT_Tongji,20,,
6406,-8.15,14.74,0,0,126,骷髅海盗,,30026,,,,,NT_Tongji,3,,
6407,3.82,2.43,0,0,6,熊猫团,,30027,,,,,NT_Tongji,30,,
6408,1.08,-4.5,0,0,141,海蝙蝠,,30028,,,,,NT_Tongji,30,,
6409,-1.19,-7.91,0,0,113,暗影,,30029,,,,,NT_Tongji,30,,
6410,9.83,-7.02,0,0,100,功夫刺魔,,30030,,,,,NT_Tongji,30,,
6411,-5.01,0.32,0,0,81,食尸鬼,,30001,,,,,NT_Tongji,2,,
6412,1.56,1.52,0,0,100,功夫刺魔,,30002,,,,,NT_Tongji,2,,
6413,0.17,-2.91,0,0,173,暴君熊,,30003,,,,,NT_Tongji,2,,
6414,-8.27,7.06,0,0,111,炽热魔芋,,30004,,,,,NT_Tongji,2,,
6415,-1.96,-0.22,0,0,83,巨人,,30005,,,,,NT_Tongji,2,,
6416,-2.95,-3.6,0,0,87,熔岩臭臭花,,30006,,,,,NT_Tongji,2,,
6417,-1.86,6.31,0,0,121,死亡之花,,30007,,,,,NT_Tongji,2,,
6418,-10.08,8.347,0,0,88,沙漠臭臭花,,30008,,,,,NT_Tongji,2,,
6419,3.07,-0.77,0,0,115,小丑炸弹魔,,30009,,,,,NT_Tongji,2,,
6420,7.024,-0.41,0,0,56,水蜘蛛,,30010,,,,,NT_Tongji,2,,
6421,-10.89,11.52,0,0,122,曼陀罗草,,30011,,,,,NT_Tongji,3,,
6422,8.793,-0.425,0,0,6,熊猫团,,30012,,,,,NT_Tongji,3,,
6423,1.85,20.47,0,0,167,雪山幻魔,,30013,,,,,NT_Tongji,30,,
6424,7.15,7.2,0,0,155,风蜘蛛,,30014,,,,,NT_Tongji,30,,
6425,8.793,-15.397,0,0,189,炼狱魔蝎,,30015,,,,,NT_Tongji,30,,
6426,-6.91,-7.41,0,0,24,海底龟,,30016,,,,,NT_Tongji,30,,
6427,18.54,-9.22,0,0,163,山贼,,30017,,,,,NT_Tongji,30,,
6428,9.45,-14.36,0,0,151,罗刹鬼,,30018,,,,,NT_Tongji,30,,
6429,13.75,-7.4,0,0,23,石像怪,,30019,,,,,NT_Tongji,30,,
6430,15.69,-3.75,0,0,240,地精,,30020,,,,,NT_Tongji,30,,
6431,13.67,8.23,0,0,142,胖蝙蝠,,30021,,,,,NT_Tongji,20,,
6432,13.71,6.6,0,0,120,人魔草,,30022,,,,,NT_Tongji,20,,
6433,14.99,7.48,0,0,110,土著仙人掌,,30023,,,,,NT_Tongji,20,,
6434,16.63,7.06,0,0,223,蜥蜴人斗士,,30024,,,,,NT_Tongji,20,,
6435,17.28,8.38,0,0,85,泰坦巨人,,30025,,,,,NT_Tongji,20,,
6436,-8.15,14.74,0,0,126,骷髅海盗,,30026,,,,,NT_Tongji,3,,
6437,3.82,2.43,0,0,6,熊猫团,,30027,,,,,NT_Tongji,30,,
6438,1.08,-4.5,0,0,141,海蝙蝠,,30028,,,,,NT_Tongji,30,,
6439,-1.19,-7.91,0,0,113,暗影,,30029,,,,,NT_Tongji,30,,
6440,9.83,-7.02,0,0,100,功夫刺魔,,30030,,,,,NT_Tongji,30,,
6451,-5.01,0.32,0,0,81,食尸鬼,,30001,,,,,NT_Tongji,2,,
6452,1.56,1.52,0,0,100,功夫刺魔,,30002,,,,,NT_Tongji,2,,
6453,0.17,-2.91,0,0,173,暴君熊,,30003,,,,,NT_Tongji,2,,
6454,-8.27,7.06,0,0,111,炽热魔芋,,30004,,,,,NT_Tongji,2,,
6455,-1.96,-0.22,0,0,83,巨人,,30005,,,,,NT_Tongji,2,,
6456,-2.95,-3.6,0,0,87,熔岩臭臭花,,30006,,,,,NT_Tongji,2,,
6457,-1.86,6.31,0,0,121,死亡之花,,30007,,,,,NT_Tongji,2,,
6458,-10.08,8.347,0,0,88,沙漠臭臭花,,30008,,,,,NT_Tongji,2,,
6459,3.07,-0.77,0,0,115,小丑炸弹魔,,30009,,,,,NT_Tongji,2,,
6460,7.024,-0.41,0,0,56,水蜘蛛,,30010,,,,,NT_Tongji,2,,
6461,-10.89,11.52,0,0,122,曼陀罗草,,30011,,,,,NT_Tongji,3,,
6462,8.793,-0.425,0,0,6,熊猫团,,30012,,,,,NT_Tongji,3,,
6463,1.85,20.47,0,0,167,雪山幻魔,,30013,,,,,NT_Tongji,30,,
6464,7.15,7.2,0,0,155,风蜘蛛,,30014,,,,,NT_Tongji,30,,
6465,8.793,-15.397,0,0,189,炼狱魔蝎,,30015,,,,,NT_Tongji,30,,
6466,-6.91,-7.41,0,0,24,海底龟,,30016,,,,,NT_Tongji,30,,
6467,18.54,-9.22,0,0,163,山贼,,30017,,,,,NT_Tongji,30,,
6468,9.45,-14.36,0,0,151,罗刹鬼,,30018,,,,,NT_Tongji,30,,
6469,13.75,-7.4,0,0,23,石像怪,,30019,,,,,NT_Tongji,30,,
6470,15.69,-3.75,0,0,240,地精,,30020,,,,,NT_Tongji,30,,
6471,13.67,8.23,0,0,142,胖蝙蝠,,30021,,,,,NT_Tongji,20,,
6472,13.71,6.6,0,0,120,人魔草,,30022,,,,,NT_Tongji,20,,
6473,14.99,7.48,0,0,110,土著仙人掌,,30023,,,,,NT_Tongji,20,,
6474,16.63,7.06,0,0,223,蜥蜴人斗士,,30024,,,,,NT_Tongji,20,,
6475,17.28,8.38,0,0,85,泰坦巨人,,30025,,,,,NT_Tongji,20,,
6476,-8.15,14.74,0,0,126,骷髅海盗,,30026,,,,,NT_Tongji,3,,
6477,1.08,-4.5,0,0,6,熊猫团,,30027,,,,,NT_Tongji,30,,
6478,-1.19,-7.91,0,0,141,海蝙蝠,,30028,,,,,NT_Tongji,30,,
6479,9.83,-7.02,0,0,113,暗影,,30029,,,,,NT_Tongji,30,,
6480,14.43,-13.91,0,149.744,100,功夫刺魔,,30030,,,,,NT_Tongji,30,,
6481,-5.01,0.32,0,0,81,食尸鬼,,30001,,,,,NT_Tongji,2,,
6482,1.56,1.52,0,0,100,功夫刺魔,,30002,,,,,NT_Tongji,2,,
6483,0.17,-2.91,0,0,173,暴君熊,,30003,,,,,NT_Tongji,2,,
6484,-8.27,7.06,0,0,111,炽热魔芋,,30004,,,,,NT_Tongji,2,,
6485,-1.96,-0.22,0,0,83,巨人,,30005,,,,,NT_Tongji,2,,
6486,-2.95,-3.6,0,0,87,熔岩臭臭花,,30006,,,,,NT_Tongji,2,,
6487,-1.86,6.31,0,0,121,死亡之花,,30007,,,,,NT_Tongji,2,,
6488,-10.08,8.347,0,0,88,沙漠臭臭花,,30008,,,,,NT_Tongji,2,,
6489,3.07,-0.77,0,0,115,小丑炸弹魔,,30009,,,,,NT_Tongji,2,,
6490,7.024,-0.41,0,0,56,水蜘蛛,,30010,,,,,NT_Tongji,2,,
6491,-10.89,11.52,0,0,122,曼陀罗草,,30011,,,,,NT_Tongji,3,,
6492,8.793,-0.425,0,0,6,熊猫团,,30012,,,,,NT_Tongji,3,,
6493,1.85,20.47,0,0,167,雪山幻魔,,30013,,,,,NT_Tongji,30,,
6494,7.15,7.2,0,0,155,风蜘蛛,,30014,,,,,NT_Tongji,30,,
6495,8.793,-15.397,0,0,189,炼狱魔蝎,,30015,,,,,NT_Tongji,30,,
6496,-6.91,-7.41,0,0,24,海底龟,,30016,,,,,NT_Tongji,30,,
6497,18.54,-9.22,0,0,163,山贼,,30017,,,,,NT_Tongji,30,,
6498,9.45,-14.36,0,0,151,罗刹鬼,,30018,,,,,NT_Tongji,30,,
6499,13.75,-7.4,0,0,23,石像怪,,30019,,,,,NT_Tongji,30,,
6500,15.69,-3.75,0,0,240,地精,,30020,,,,,NT_Tongji,30,,
6501,13.67,8.23,0,0,142,胖蝙蝠,,30021,,,,,NT_Tongji,20,,
6502,13.71,6.6,0,0,120,人魔草,,30022,,,,,NT_Tongji,20,,
6503,14.99,7.48,0,0,110,土著仙人掌,,30023,,,,,NT_Tongji,20,,
6504,16.63,7.06,0,0,223,蜥蜴人斗士,,30024,,,,,NT_Tongji,20,,
6505,17.28,8.38,0,0,85,泰坦巨人,,30025,,,,,NT_Tongji,20,,
6506,-8.15,14.74,0,0,126,骷髅海盗,,30026,,,,,NT_Tongji,3,,
6507,3.82,2.43,0,0,6,熊猫团,,30027,,,,,NT_Tongji,30,,
6508,1.08,-4.5,0,0,141,海蝙蝠,,30028,,,,,NT_Tongji,30,,
6509,-1.19,-7.91,0,0,113,暗影,,30029,,,,,NT_Tongji,30,,
6510,9.83,-7.02,0,0,100,功夫刺魔,,30030,,,,,NT_Tongji,30,,
6511,-5.01,0.32,0,0,81,食尸鬼,,30001,,,,,NT_Tongji,2,,
6512,1.56,1.52,0,0,100,功夫刺魔,,30002,,,,,NT_Tongji,2,,
6513,0.17,-2.91,0,0,173,暴君熊,,30003,,,,,NT_Tongji,2,,
6514,-8.27,7.06,0,0,111,炽热魔芋,,30004,,,,,NT_Tongji,2,,
6515,-1.96,-0.22,0,0,83,巨人,,30005,,,,,NT_Tongji,2,,
6516,-2.95,-3.6,0,0,87,熔岩臭臭花,,30006,,,,,NT_Tongji,2,,
6517,-1.86,6.31,0,0,121,死亡之花,,30007,,,,,NT_Tongji,2,,
6518,-10.08,8.347,0,0,88,沙漠臭臭花,,30008,,,,,NT_Tongji,2,,
6519,3.07,-0.77,0,0,115,小丑炸弹魔,,30009,,,,,NT_Tongji,2,,
6520,7.024,-0.41,0,0,56,水蜘蛛,,30010,,,,,NT_Tongji,2,,
6521,-10.89,11.52,0,0,122,曼陀罗草,,30011,,,,,NT_Tongji,3,,
6522,8.793,-0.425,0,0,6,熊猫团,,30012,,,,,NT_Tongji,3,,
6523,1.85,20.47,0,0,167,雪山幻魔,,30013,,,,,NT_Tongji,30,,
6524,7.15,7.2,0,0,155,风蜘蛛,,30014,,,,,NT_Tongji,30,,
6525,8.793,-15.397,0,0,189,炼狱魔蝎,,30015,,,,,NT_Tongji,30,,
6526,-6.91,-7.41,0,0,24,海底龟,,30016,,,,,NT_Tongji,30,,
6527,18.54,-9.22,0,0,163,山贼,,30017,,,,,NT_Tongji,30,,
6528,9.45,-14.36,0,0,151,罗刹鬼,,30018,,,,,NT_Tongji,30,,
6529,13.75,-7.4,0,0,23,石像怪,,30019,,,,,NT_Tongji,30,,
6530,15.69,-3.75,0,0,240,地精,,30020,,,,,NT_Tongji,30,,
6531,13.67,8.23,0,0,142,胖蝙蝠,,30021,,,,,NT_Tongji,20,,
6532,13.71,6.6,0,0,120,人魔草,,30022,,,,,NT_Tongji,20,,
6533,14.99,7.48,0,0,110,土著仙人掌,,30023,,,,,NT_Tongji,20,,
6534,16.63,7.06,0,0,223,蜥蜴人斗士,,30024,,,,,NT_Tongji,20,,
6535,17.28,8.38,0,0,85,泰坦巨人,,30025,,,,,NT_Tongji,20,,
6536,-8.15,14.74,0,0,126,骷髅海盗,,30026,,,,,NT_Tongji,3,,
6537,3.82,2.43,0,0,6,熊猫团,,30027,,,,,NT_Tongji,30,,
6538,1.08,-4.5,0,0,141,海蝙蝠,,30028,,,,,NT_Tongji,30,,
6539,-1.19,-7.91,0,0,113,暗影,,30029,,,,,NT_Tongji,30,,
6540,9.83,-7.02,0,0,100,功夫刺魔,,30030,,,,,NT_Tongji,30,,
6541,-5.01,0.32,0,0,81,食尸鬼,,30001,,,,,NT_Tongji,2,,
6542,1.56,1.52,0,0,100,功夫刺魔,,30002,,,,,NT_Tongji,2,,
6543,0.17,-2.91,0,0,173,暴君熊,,30003,,,,,NT_Tongji,2,,
6544,-8.27,7.06,0,0,111,炽热魔芋,,30004,,,,,NT_Tongji,2,,
6545,-1.96,-0.22,0,0,83,巨人,,30005,,,,,NT_Tongji,2,,
6546,-2.95,-3.6,0,0,87,熔岩臭臭花,,30006,,,,,NT_Tongji,2,,
6547,-1.86,6.31,0,0,121,死亡之花,,30007,,,,,NT_Tongji,2,,
6548,-10.08,8.347,0,0,88,沙漠臭臭花,,30008,,,,,NT_Tongji,2,,
6549,3.07,-0.77,0,0,115,小丑炸弹魔,,30009,,,,,NT_Tongji,2,,
6550,7.024,-0.41,0,0,56,水蜘蛛,,30010,,,,,NT_Tongji,2,,
6551,-10.89,11.52,0,0,122,曼陀罗草,,30011,,,,,NT_Tongji,3,,
6552,8.793,-0.425,0,0,6,熊猫团,,30012,,,,,NT_Tongji,3,,
6553,1.85,20.47,0,0,167,雪山幻魔,,30013,,,,,NT_Tongji,30,,
6554,7.15,7.2,0,0,155,风蜘蛛,,30014,,,,,NT_Tongji,30,,
6555,8.793,-15.397,0,0,189,炼狱魔蝎,,30015,,,,,NT_Tongji,30,,
6556,-6.91,-7.41,0,0,24,海底龟,,30016,,,,,NT_Tongji,30,,
6557,18.54,-9.22,0,0,163,山贼,,30017,,,,,NT_Tongji,30,,
6558,9.45,-14.36,0,0,151,罗刹鬼,,30018,,,,,NT_Tongji,30,,
6559,13.75,-7.4,0,0,23,石像怪,,30019,,,,,NT_Tongji,30,,
6560,15.69,-3.75,0,0,240,地精,,30020,,,,,NT_Tongji,30,,
6561,13.67,8.23,0,0,142,胖蝙蝠,,30021,,,,,NT_Tongji,20,,
6562,13.71,6.6,0,0,120,人魔草,,30022,,,,,NT_Tongji,20,,
6563,14.99,7.48,0,0,110,土著仙人掌,,30023,,,,,NT_Tongji,20,,
6564,16.63,7.06,0,0,223,蜥蜴人斗士,,30024,,,,,NT_Tongji,20,,
6565,17.28,8.38,0,0,85,泰坦巨人,,30025,,,,,NT_Tongji,20,,
6566,-8.15,14.74,0,0,126,骷髅海盗,,30026,,,,,NT_Tongji,3,,
6567,3.82,2.43,0,0,6,熊猫团,,30027,,,,,NT_Tongji,30,,
6568,1.08,-4.5,0,0,141,海蝙蝠,,30028,,,,,NT_Tongji,30,,
6569,-1.19,-7.91,0,0,113,暗影,,30029,,,,,NT_Tongji,30,,
6570,9.83,-7.02,0,0,100,功夫刺魔,,30030,,,,,NT_Tongji,30,,
6571,-5.01,0.32,0,0,81,食尸鬼,,30001,,,,,NT_Tongji,2,,
6572,1.56,1.52,0,0,100,功夫刺魔,,30002,,,,,NT_Tongji,2,,
6573,0.17,-2.91,0,0,173,暴君熊,,30003,,,,,NT_Tongji,2,,
6574,-8.27,7.06,0,0,111,炽热魔芋,,30004,,,,,NT_Tongji,2,,
6575,-1.96,-0.22,0,0,83,巨人,,30005,,,,,NT_Tongji,2,,
6576,-2.95,-3.6,0,0,87,熔岩臭臭花,,30006,,,,,NT_Tongji,2,,
6577,-1.86,6.31,0,0,121,死亡之花,,30007,,,,,NT_Tongji,2,,
6578,-10.08,8.347,0,0,88,沙漠臭臭花,,30008,,,,,NT_Tongji,2,,
6579,3.07,-0.77,0,0,115,小丑炸弹魔,,30009,,,,,NT_Tongji,2,,
6580,7.024,-0.41,0,0,56,水蜘蛛,,30010,,,,,NT_Tongji,2,,
6581,-10.89,11.52,0,0,122,曼陀罗草,,30011,,,,,NT_Tongji,3,,
6582,8.793,-0.425,0,0,6,熊猫团,,30012,,,,,NT_Tongji,3,,
6583,1.85,20.47,0,0,167,雪山幻魔,,30013,,,,,NT_Tongji,30,,
6584,7.15,7.2,0,0,155,风蜘蛛,,30014,,,,,NT_Tongji,30,,
6585,8.793,-15.397,0,0,189,炼狱魔蝎,,30015,,,,,NT_Tongji,30,,
6586,-6.91,-7.41,0,0,24,海底龟,,30016,,,,,NT_Tongji,30,,
6587,18.54,-9.22,0,0,163,山贼,,30017,,,,,NT_Tongji,30,,
6588,9.45,-14.36,0,0,151,罗刹鬼,,30018,,,,,NT_Tongji,30,,
6589,13.75,-7.4,0,0,23,石像怪,,30019,,,,,NT_Tongji,30,,
6590,15.69,-3.75,0,0,240,地精,,30020,,,,,NT_Tongji,30,,
6591,13.67,8.23,0,0,142,胖蝙蝠,,30021,,,,,NT_Tongji,20,,
6592,13.71,6.6,0,0,120,人魔草,,30022,,,,,NT_Tongji,20,,
6593,14.99,7.48,0,0,110,土著仙人掌,,30023,,,,,NT_Tongji,20,,
6594,16.63,7.06,0,0,223,蜥蜴人斗士,,30024,,,,,NT_Tongji,20,,
6595,17.28,8.38,0,0,85,泰坦巨人,,30025,,,,,NT_Tongji,20,,
6596,-8.15,14.74,0,0,126,骷髅海盗,,30026,,,,,NT_Tongji,3,,
6597,3.82,2.43,0,0,6,熊猫团,,30027,,,,,NT_Tongji,30,,
6598,1.08,-4.5,0,0,141,海蝙蝠,,30028,,,,,NT_Tongji,30,,
6599,-1.19,-7.91,0,0,113,暗影,,30029,,,,,NT_Tongji,30,,
6600,9.83,-7.02,0,0,100,功夫刺魔,,30030,,,,,NT_Tongji,30,,
6601,-5.01,0.32,0,0,81,食尸鬼,,30001,,,,,NT_Tongji,2,,
6602,1.56,1.52,0,0,100,功夫刺魔,,30002,,,,,NT_Tongji,2,,
6603,0.17,-2.91,0,0,173,暴君熊,,30003,,,,,NT_Tongji,2,,
6604,-8.27,7.06,0,0,111,炽热魔芋,,30004,,,,,NT_Tongji,2,,
6605,-1.96,-0.22,0,0,83,巨人,,30005,,,,,NT_Tongji,2,,
6606,-2.95,-3.6,0,0,87,熔岩臭臭花,,30006,,,,,NT_Tongji,2,,
6607,-1.86,6.31,0,0,121,死亡之花,,30007,,,,,NT_Tongji,2,,
6608,-10.08,8.347,0,0,88,沙漠臭臭花,,30008,,,,,NT_Tongji,2,,
6609,3.07,-0.77,0,0,115,小丑炸弹魔,,30009,,,,,NT_Tongji,2,,
6610,7.024,-0.41,0,0,56,水蜘蛛,,30010,,,,,NT_Tongji,2,,
6611,-10.89,11.52,0,0,122,曼陀罗草,,30011,,,,,NT_Tongji,3,,
6612,8.793,-0.425,0,0,6,熊猫团,,30012,,,,,NT_Tongji,3,,
6613,1.85,20.47,0,0,167,雪山幻魔,,30013,,,,,NT_Tongji,30,,
6614,7.15,7.2,0,0,155,风蜘蛛,,30014,,,,,NT_Tongji,30,,
6615,8.793,-15.397,0,0,189,炼狱魔蝎,,30015,,,,,NT_Tongji,30,,
6616,-6.91,-7.41,0,0,24,海底龟,,30016,,,,,NT_Tongji,30,,
6617,18.54,-9.22,0,0,163,山贼,,30017,,,,,NT_Tongji,30,,
6618,9.45,-14.36,0,0,151,罗刹鬼,,30018,,,,,NT_Tongji,30,,
6619,13.75,-7.4,0,0,23,石像怪,,30019,,,,,NT_Tongji,30,,
6620,15.69,-3.75,0,0,240,地精,,30020,,,,,NT_Tongji,30,,
6621,13.67,8.23,0,0,142,胖蝙蝠,,30021,,,,,NT_Tongji,20,,
6622,13.71,6.6,0,0,120,人魔草,,30022,,,,,NT_Tongji,20,,
6623,14.99,7.48,0,0,110,土著仙人掌,,30023,,,,,NT_Tongji,20,,
6624,16.63,7.06,0,0,223,蜥蜴人斗士,,30024,,,,,NT_Tongji,20,,
6625,17.28,8.38,0,0,85,泰坦巨人,,30025,,,,,NT_Tongji,20,,
6626,-8.15,14.74,0,0,126,骷髅海盗,,30026,,,,,NT_Tongji,3,,
6627,3.82,2.43,0,0,6,熊猫团,,30027,,,,,NT_Tongji,30,,
6628,1.08,-4.5,0,0,141,海蝙蝠,,30028,,,,,NT_Tongji,30,,
6629,-1.19,-7.91,0,0,113,暗影,,30029,,,,,NT_Tongji,30,,
6630,9.83,-7.02,0,0,100,功夫刺魔,,30030,,,,,NT_Tongji,30,,
6631,-5.01,0.32,0,0,81,食尸鬼,,30001,,,,,NT_Tongji,2,,
6632,1.56,1.52,0,0,100,功夫刺魔,,30002,,,,,NT_Tongji,2,,
6633,0.17,-2.91,0,0,173,暴君熊,,30003,,,,,NT_Tongji,2,,
6634,-8.27,7.06,0,0,111,炽热魔芋,,30004,,,,,NT_Tongji,2,,
6635,-1.96,-0.22,0,0,83,巨人,,30005,,,,,NT_Tongji,2,,
6636,-2.95,-3.6,0,0,87,熔岩臭臭花,,30006,,,,,NT_Tongji,2,,
6637,-1.86,6.31,0,0,121,死亡之花,,30007,,,,,NT_Tongji,2,,
6638,-10.08,8.347,0,0,88,沙漠臭臭花,,30008,,,,,NT_Tongji,2,,
6639,3.07,-0.77,0,0,115,小丑炸弹魔,,30009,,,,,NT_Tongji,2,,
6640,7.024,-0.41,0,0,56,水蜘蛛,,30010,,,,,NT_Tongji,2,,
6641,-10.89,11.52,0,0,122,曼陀罗草,,30011,,,,,NT_Tongji,3,,
6642,8.793,-0.425,0,0,6,熊猫团,,30012,,,,,NT_Tongji,3,,
6643,1.85,20.47,0,0,167,雪山幻魔,,30013,,,,,NT_Tongji,30,,
6644,7.15,7.2,0,0,155,风蜘蛛,,30014,,,,,NT_Tongji,30,,
6645,8.793,-15.397,0,0,189,炼狱魔蝎,,30015,,,,,NT_Tongji,30,,
6646,-6.91,-7.41,0,0,24,海底龟,,30016,,,,,NT_Tongji,30,,
6647,18.54,-9.22,0,0,163,山贼,,30017,,,,,NT_Tongji,30,,
6648,9.45,-14.36,0,0,151,罗刹鬼,,30018,,,,,NT_Tongji,30,,
