PFID,PFNAME,ORDERID,ACCOUNTID,PAYMENT
10057,uc,PB839716112220441696911,97c11236aaa01896586c510691297a83,6
10057,uc,PB839716112221003148815,97c11236aaa01896586c510691297a83,30
10057,uc,PB839716112221042685627,97c11236aaa01896586c510691297a83,6
10057,uc,PB839716112221045989770,97c11236aaa01896586c510691297a83,6
10143,huawei,PB839716112311594818017,900086000020165721,60
10143,huawei,PB839716112312004079984,900086000020165721,6
10262,xiaomi,PB839716112312582545627,60405782,6
10113,downjoy,PB839716112315300348796,154074285892,6
10100,vivo,PB839716112316200138231,67743913878c63f0,60
10100,vivo,PB839716112316275482883,67743913878c63f0,30
10113,downjoy,PB839716112317245337941,89434214061,6
10057,uc,PB839716112319434149993,c322b0e9e499e24dc62d4f8cc3feb748,6
10262,xiaomi,PB839716112320393157159,698124,98
10001,360,PB839716112321412514095,2796541218,6
10376,TXYSDK,PB839716112409281765347,omgF9v9zspvIHYFVgx4rip-goePQ,198
10057,uc,PB839716112415263767915,ff9cdb5726bf7e71c9cfddb6785a8bea,6
10100,vivo,PB839716112415353717214,b8ec308c1f322e7d,6
10100,vivo,PB839716112421593276175,cacae5916271983b,6
10150,jinli,PB839716111500024714233,73C0DB01CCE84E8FA9FF5A9C65F8F757,6
10150,jinli,PB839716111500033947747,73C0DB01CCE84E8FA9FF5A9C65F8F757,6
10057,uc,PB839716111500321415472,dcc247da894420e7ac6efb74625d60d9,6
10376,TXYSDK,PB839716111500355286335,omgF9v9zspvIHYFVgx4rip-goePQ,30
10376,TXYSDK,PB839716111500394934655,omgF9v2cqwnFDClYsm5be7lAxnDc,6
10376,TXYSDK,PB839716111500394934655,omgF9v2cqwnFDClYsm5be7lAxnDc,6
10113,downjoy,PB839716111501015116799,190773069519,6
10100,vivo,PB839716111501110782147,8529ff59d46d5259,6
10143,huawei,PB839716111502252658277,70086000142382810,6
10001,360,PB839716111502261667760,288490830,6
10376,TXYSDK,PB839716111502463467729,omgF9v9zspvIHYFVgx4rip-goePQ,98
10376,TXYSDK,PB839716111502562933963,omgF9v9zspvIHYFVgx4rip-goePQ,198
10001,360,PB839716111502590856572,265868183,6
10001,360,PB839716111503563332782,265868183,60
10113,downjoy,PB839716111504060236173,1841338457362,6
10113,downjoy,PB839716111505362298325,1841338457362,6
10100,vivo,PB839716111505394810352,951ca5850fad0ebf,6
10100,vivo,PB839716111506585417346,951ca5850fad0ebf,60
10100,vivo,PB839716111507014348345,951ca5850fad0ebf,98
10057,uc,PB839716111508134144873,7ba382a5a1daaf920c44ba224aecbd54,60
10057,uc,PB839716111508182180239,7ba382a5a1daaf920c44ba224aecbd54,648
10143,huawei,PB839716111509270285749,260086000069190727,6
10113,downjoy,PB839716111509395694878,3721092391098,6
10113,downjoy,PB839716111509580262136,4482110551659,6
10100,vivo,PB839716111510545561414,3db34c4a44423929,6
10100,vivo,PB839716111511541760454,8f3a7b55c03a33fc,6
10262,xiaomi,PB839716111512200767086,96104380,6
10057,uc,PB839716111512295543686,7ba382a5a1daaf920c44ba224aecbd54,648
10143,huawei,PB839716111512321693376,350086000002523247,6
10376,TXYSDK,PB839716111512455570137,omgF9v-Lyo19RwghkvzeX1iq4CYY,6
10376,TXYSDK,PB839716111512490452191,omgF9v7eiSdEq8Q5efrkhycVn8GA,60
10376,TXYSDK,PB839716111512515778237,omgF9v7eiSdEq8Q5efrkhycVn8GA,6
10057,uc,PB839716111513343158351,4fa0fe2a6a5f52b35bf71ed267126a01,30
10143,huawei,PB839716111513382776791,70086000147564283,6
10057,uc,PB839716111513443114485,7ba382a5a1daaf920c44ba224aecbd54,648
10057,uc,PB839716111513543560620,fe98044f706cc6be99ddd94b724d3562,6
10113,downjoy,PB839716111514344515053,2681616862407,60
10113,downjoy,PB839716111514350726426,2681616862407,6
10376,TXYSDK,PB839716111514353877444,CE674AAAE04D1C692201958BA36296B8,6
10376,TXYSDK,PB839716111514394922518,D52E02599CD49A486869282FAC0171C9,6
10376,TXYSDK,PB839716111515061643363,D52E02599CD49A486869282FAC0171C9,98
10143,huawei,PB839716111515195545034,70086000139891157,30
10143,huawei,PB839716111515230348696,70086000139891157,6
10057,uc,PB839716111515260836744,2e30bad9362defdb1cbdf6c7c0b3d617,6
10057,uc,PB839716111515280137958,412e72d60eb321202ca74bdcdc204d68,6
10376,TXYSDK,PB839716111515334536945,D52E02599CD49A486869282FAC0171C9,30
10376,TXYSDK,PB839716111515343145543,D52E02599CD49A486869282FAC0171C9,30
10376,TXYSDK,PB839716111515353585373,D52E02599CD49A486869282FAC0171C9,30
10376,TXYSDK,PB839716111515360597199,D52E02599CD49A486869282FAC0171C9,6
10143,huawei,PB839716111516343169025,350086000002523247,6
10376,TXYSDK,PB839716111516562417577,omgF9v8aMIcWKel1DixmeezqFu9M,6
10143,huawei,PB839716111517064291768,350086000002523247,30
10143,huawei,PB839716111517084571671,350086000002523247,6
10376,TXYSDK,PB839716111517353623277,F9D11244F8DCF55B96BD65F6CCBF939A,6
10376,TXYSDK,PB839716111517353623277,F9D11244F8DCF55B96BD65F6CCBF939A,6
10100,vivo,PB839716111517441073717,951ca5850fad0ebf,6
10376,TXYSDK,PB839716111519141027711,omgF9v8UYlm1wrlCPLOE4QlDfPc0,6
10143,huawei,PB839716111519154583994,70086000036747240,6
10143,huawei,PB839716111519314942330,190086000122601384,98
10376,TXYSDK,PB839716111520211428577,omgF9v8UYlm1wrlCPLOE4QlDfPc0,60
10113,downjoy,PB839716111520364309596,4218410164948,30
10113,downjoy,PB839716111520372444424,4218410164948,30
10001,360,PB839716111520510150583,265868183,30
10057,uc,PB839716111521192349074,412e72d60eb321202ca74bdcdc204d68,6
10376,TXYSDK,PB839716111521421178298,844D085B7AC82754EB5BE1CEC4497571,6
10057,uc,PB839716111521481883931,d6ade883f1511b06817f8b67682424b5,60
10057,uc,PB839716111521524729218,d6ade883f1511b06817f8b67682424b5,648
10143,huawei,PB839716111522104960442,21826276,60
10376,TXYSDK,PB839716111522105007612,090501A08742053D6882BFEE6A01D60E,6
10113,downjoy,PB839716111522444513849,157913467762,6
10001,360,PB839716111523101242415,1458555677,6
10057,uc,PB839716111523121317311,21bc33ecfdabdbcd7a875762bb8ec68d,6
10057,uc,PB839716111523144447539,f6fbd3fdf5ecce2578b8bbb03a6c2b9e,6
10113,downjoy,PB839716111523152073321,442073348255,60
10113,downjoy,PB839716111523172827576,442073348255,6
10143,huawei,PB839716111523234601655,21826276,6
10113,downjoy,PB839716111523510932983,4218410164948,98
10143,huawei,PB839716111600064375886,70086000141969052,30
10376,TXYSDK,PB839716111600593374213,omgF9vySdFPXfIr8Z-wNNmvQckE4,6
10143,huawei,PB839716111601384258491,350086000002523247,6
10113,downjoy,PB839716111602401897013,442073348255,98
10100,vivo,PB839716111603222926539,f5c79453f5815778,6
10143,huawei,PB839716111604044430828,70086000030926525,6
10376,TXYSDK,PB839716111604070853914,5D40C466B1807E5918833C92C13C0FB4,6
10150,jinli,PB839716111605530813054,73C0DB01CCE84E8FA9FF5A9C65F8F757,6
10150,jinli,PB839716111605535591541,73C0DB01CCE84E8FA9FF5A9C65F8F757,6
10376,TXYSDK,PB839716111607151715026,omgF9v7eFBRKF616uCOdhEd3CKxc,6
10001,360,PB839716111609392489225,302249714,6
10057,uc,PB839716111610004538152,21bc33ecfdabdbcd7a875762bb8ec68d,198
10376,TXYSDK,PB839716111610163187449,omgF9v_9zfjmiLWR09EshbQfxIlc,6
10376,TXYSDK,PB839716111610310346018,omgF9vwySiJ8a4aikBr_iZnhskf8,6
10100,vivo,PB839716111610374511719,a4902a852d3c94b5,6
10057,uc,PB839716111615220376850,14ec54d202bd378d7f4c9dbd0571ea20,6
10262,xiaomi,PB839716111615334212521,19927288,6
10376,TXYSDK,PB839716111616101280769,F25FE3FF6A513AFA40D036A6C8CCBC2C,6
10143,huawei,PB839716111617404016881,70086000145135492,6
10376,TXYSDK,PB839716111619122041238,omgF9v2qmEn2EnJiW0o6xyk8eJXU,6
10376,TXYSDK,PB839716111619371099837,3F86F1C6FC90809879BD1E4378356043,6
10057,uc,PB839716111619472449513,d022db1764b4459a83d2eb8ad4b121ab,6
10143,huawei,PB839716111620393354832,70086000141969052,198
10376,TXYSDK,PB839716111622285524034,A917669D57930C842EFFF2714F6299AD,6
10143,huawei,PB839716111622512367113,10086000135191519,30
10113,downjoy,PB839716111623252590384,351321434717,6
10057,uc,PB839716111623314862392,ebd89ac99dac10e8818366e8e1354de4,6
10262,xiaomi,PB839716111623325078748,6609266,6
