questName,QuestId,QuestKind,QuestType,NeedLevel,NeedItemID,RequireType,Requirement,StartNPC,StartTalk,FinishNPCScene,FinishNPC,DoingScene,DoingCoordinate,ProTalk,FinishTalk,PreQuest,Coin,Exp,Item,ItemNum,Target,TargetNum,DropID,DropID2,chuansong,QuestMiniDesc,Endtarget,QuestDes,JobType,JobLevel,Title,AcceptScript,SubmitScript,PostQuest,Bossnpc
职业1转,90009,QK_Sub,QT_Dialog,30,,RT_Nil,,10,86,2,205,2,"4,14",120023,120024,,,,,,,,90002,,30;205,[info=30;205]进阶任务：在罗德里镇内与[fbf21c]老英雄佩普[-]交谈[/info],[info=30;205]进阶任务：在罗德里镇内与[fbf21c]老英雄佩普[-]交谈[/info],到了可以进阶的等级了，去找老英雄询问一下进阶的事情。,,,,,,,
职业2转,90010,QK_Sub,QT_Dialog,50,,RT_Nil,,10,86,2,1111,2,"4,14",120025,120026,,,,,,,,90002,,5;1111,[info=5;1111]进阶任务：在奥梅亚斯内与[fbf21c]老英雄佩普[-]交谈[/info],[info=5;1111]进阶任务：在奥梅亚斯内与[fbf21c]老英雄佩普[-]交谈[/info],到了可以进阶的等级了，去找老英雄询问一下进阶的事情。,,,,,,,
通缉任务,30000,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,,,,,2;1101,[info=2;1101]在伊利斯村与[fbf21c]通缉负责人[-]交谈[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],完成通缉任务可以获得大量经验,,,,,,,
通缉食尸鬼,30001,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50026,1,230009,230109,1;1101,[info=2;6001]找到[fbf21c]食尸鬼[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的食尸鬼吧！,,,,,,,
通缉功夫刺魔,30002,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50092,1,230009,230109,1;1101,[info=2;6002]找到[fbf21c]功夫刺魔[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的功夫刺魔吧！,,,,,,,
通缉暴君熊,30003,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50012,1,230009,230109,1;1101,[info=2;6003]找到[fbf21c]暴君熊[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的暴君熊吧！,,,,,,,
通缉炽热魔芋,30004,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50095,1,230009,230109,1;1101,[info=2;6004]找到[fbf21c]炽热魔芋[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的炽热魔芋吧！,,,,,,,
通缉巨人,30005,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50148,1,230009,230109,1;1101,[info=2;6005]找到[fbf21c]巨人[-]，并击败他（建议组队）[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的巨人吧！,,,,,,,
通缉熔岩臭臭花,30006,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50090,1,230009,230109,1;1101,[info=2;6006]找到[fbf21c]熔岩臭臭花[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的熔岩臭臭花吧！,,,,,,,
通缉死亡之花,30007,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50085,1,230009,230109,1;1101,[info=2;6007]找到[fbf21c]死亡之花[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的死亡之花吧！,,,,,,,
通缉沙漠臭臭花,30008,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50088,1,230009,230109,1;1101,[info=2;6008]找到[fbf21c]沙漠臭臭花[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的沙漠臭臭花吧！,,,,,,,
通缉小丑炸弹魔,30009,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50104,1,230009,230109,1;1101,[info=2;6009]找到[fbf21c]小丑炸弹魔[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的小丑炸弹魔吧！,,,,,,,
通缉水蜘蛛,30010,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50074,1,230009,230109,1;1101,[info=2;6010]找到[fbf21c]水蜘蛛[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的水蜘蛛吧！,,,,,,,
通缉曼陀罗草,30011,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50084,1,230009,230109,1;1101,[info=2;6011]找到[fbf21c]曼陀罗草[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的曼陀罗草吧！,,,,,,,
通缉熊猫团,30012,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50155,1,230009,230109,1;1101,[info=2;6012]找到[fbf21c]熊猫团[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的熊猫团吧！,,,,,,,
通缉雪山幻魔,30013,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50157,1,230009,230109,1;1101,[info=2;6013]找到[fbf21c]雪山幻魔[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的雪山幻魔吧！,,,,,,,
通缉风蜘蛛,30014,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50076,1,230009,230109,1;1101,[info=2;6014]找到[fbf21c]风蜘蛛[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的风蜘蛛吧！,,,,,,,
通缉炼狱魔蝎,30015,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50060,1,230009,230109,1;1101,[info=2;6015]找到[fbf21c]炼狱魔蝎[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的炼狱魔蝎吧！,,,,,,,
通缉海底龟,30016,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50000,1,230009,230109,1;1101,[info=3;6016]找到[fbf21c]海底龟[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的海底龟吧！,,,,,,,
通缉山贼,30017,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50153,1,230009,230109,1;1101,[info=3;6017]找到[fbf21c]山贼[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的山贼吧！,,,,,,,
罗刹鬼,30018,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50005,1,230009,230109,1;1101,[info=3;6018]找到[fbf21c]罗刹鬼鬼鬼[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的罗刹鬼鬼鬼吧！,,,,,,,
通缉石像怪,30019,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50044,1,230009,230109,1;1101,[info=3;6019]找到[fbf21c]石像怪[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的石像怪吧！,,,,,,,
通缉地精,30020,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50103,1,230009,230109,1;1101,[info=3;6020]找到[fbf21c]地精[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的地精吧！,,,,,,,
通缉胖蝙蝠,30021,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50057,1,230009,230109,1;1101,[info=3;6021]找到[fbf21c]胖蝙蝠[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的胖蝙蝠吧！,,,,,,,
通缉人魔草,30022,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50086,1,230009,230109,1;1101,[info=3;6022]找到[fbf21c]人魔草[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的人魔草吧！,,,,,,,
通缉土著仙人掌,30023,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50094,1,230009,230109,1;1101,[info=3;6023]找到[fbf21c]土著仙人掌[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的土著仙人掌吧！,,,,,,,
通缉蜥蝪斗士,30024,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50132,1,230009,230109,1;1101,[info=3;6024]找到[fbf21c]蜥蝪斗士[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的蜥蝪斗士吧！,,,,,,,
通缉泰坦巨人,30025,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50150,1,230009,230109,1;1101,[info=3;6025]找到[fbf21c]泰坦巨人[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的泰坦巨人吧！,,,,,,,
通缉哥布林海盗,30026,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50033,1,230009,230109,1;1101,[info=3;6026]找到[fbf21c]骷髅海盗[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的骷髅海盗吧！,,,,,,,
通缉熊猫团,30027,QK_Tongji,QT_Kill,24,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50155,1,230009,230109,1;1101,[info=3;6027]找到[fbf21c]熊猫团[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的熊猫团吧！,,,,,,,
通缉海蝙蝠,30028,QK_Tongji,QT_Kill,23,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50056,1,230009,230109,1;1101,[info=3;6028]找到[fbf21c]海蝙蝠[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的海蝙蝠吧！,,,,,,,
通缉暗影,30029,QK_Tongji,QT_Kill,23,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50111,1,230009,230109,1;1101,[info=3;6029]找到[fbf21c]暗影[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的暗影吧！,,,,,,,
通缉功夫刺魔,30030,QK_Tongji,QT_Kill,23,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50092,1,230009,230109,1;1101,[info=3;6030]找到[fbf21c]功夫刺魔[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的功夫刺魔吧！,,,,,,,
通缉食尸鬼,30031,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50026,1,230011,230111,1;1101,[info=2;6001]找到[fbf21c]食尸鬼[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的食尸鬼吧！,,,,,,,
通缉功夫刺魔,30032,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50092,1,230011,230111,1;1101,[info=2;6002]找到[fbf21c]功夫刺魔[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的功夫刺魔吧！,,,,,,,
通缉暴君熊,30033,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50012,1,230011,230111,1;1101,[info=2;6003]找到[fbf21c]暴君熊[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的暴君熊吧！,,,,,,,2;6001
通缉炽热魔芋,30034,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50095,1,230011,230111,1;1101,[info=2;6004]找到[fbf21c]炽热魔芋[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的炽热魔芋吧！,,,,,,,2;6001
通缉巨人,30035,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50148,1,230011,230111,1;1101,[info=2;6005]找到[fbf21c]巨人[-]，并击败他（建议组队）[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的巨人吧！,,,,,,,2;6002
通缉熔岩臭臭花,30036,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50090,1,230011,230111,1;1101,[info=2;6006]找到[fbf21c]熔岩臭臭花[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的熔岩臭臭花吧！,,,,,,,2;6003
通缉死亡之花,30037,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50085,1,230011,230111,1;1101,[info=2;6007]找到[fbf21c]死亡之花[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的死亡之花吧！,,,,,,,2;6004
通缉沙漠臭臭花,30038,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50088,1,230011,230111,1;1101,[info=2;6008]找到[fbf21c]沙漠臭臭花[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的沙漠臭臭花吧！,,,,,,,2;6005
通缉小丑炸弹魔,30039,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50104,1,230011,230111,1;1101,[info=2;6009]找到[fbf21c]小丑炸弹魔[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的小丑炸弹魔吧！,,,,,,,2;6006
通缉水蜘蛛,30040,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50074,1,230011,230111,1;1101,[info=2;6010]找到[fbf21c]水蜘蛛[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的水蜘蛛吧！,,,,,,,2;6007
通缉曼陀罗草,30041,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50084,1,230011,230111,1;1101,[info=2;6011]找到[fbf21c]曼陀罗草[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的曼陀罗草吧！,,,,,,,2;6008
通缉熊猫团,30042,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50155,1,230011,230111,1;1101,[info=2;6012]找到[fbf21c]熊猫团[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的熊猫团吧！,,,,,,,2;6009
通缉雪山幻魔,30043,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50157,1,230011,230111,1;1101,[info=2;6013]找到[fbf21c]雪山幻魔[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的雪山幻魔吧！,,,,,,,2;6010
通缉风蜘蛛,30044,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50076,1,230011,230111,1;1101,[info=2;6014]找到[fbf21c]风蜘蛛[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的风蜘蛛吧！,,,,,,,2;6011
通缉炼狱魔蝎,30045,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50060,1,230011,230111,1;1101,[info=2;6015]找到[fbf21c]炼狱魔蝎[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的炼狱魔蝎吧！,,,,,,,2;6012
通缉海底龟,30046,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50000,1,230011,230111,1;1101,[info=3;6016]找到[fbf21c]海底龟[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的海底龟吧！,,,,,,,2;6013
通缉山贼,30047,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50153,1,230011,230111,1;1101,[info=3;6017]找到[fbf21c]山贼[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的山贼吧！,,,,,,,2;6014
罗刹鬼,30048,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50005,1,230011,230111,1;1101,[info=3;6018]找到[fbf21c]罗刹鬼鬼鬼[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的罗刹鬼鬼鬼吧！,,,,,,,2;6015
通缉石像怪,30049,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50044,1,230011,230111,1;1101,[info=3;6019]找到[fbf21c]石像怪[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的石像怪吧！,,,,,,,3;6016
通缉地精,30050,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50103,1,230011,230111,1;1101,[info=3;6020]找到[fbf21c]地精[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的地精吧！,,,,,,,3;6017
通缉胖蝙蝠,30051,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50057,1,230011,230111,1;1101,[info=3;6021]找到[fbf21c]胖蝙蝠[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的胖蝙蝠吧！,,,,,,,3;6018
通缉人魔草,30052,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50086,1,230011,230111,1;1101,[info=3;6022]找到[fbf21c]人魔草[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的人魔草吧！,,,,,,,3;6019
通缉土著仙人掌,30053,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50094,1,230011,230111,1;1101,[info=3;6023]找到[fbf21c]土著仙人掌[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的土著仙人掌吧！,,,,,,,3;6020
通缉蜥蝪斗士,30054,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50132,1,230011,230111,1;1101,[info=3;6024]找到[fbf21c]蜥蝪斗士[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的蜥蝪斗士吧！,,,,,,,3;6021
通缉泰坦巨人,30055,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50150,1,230011,230111,1;1101,[info=3;6025]找到[fbf21c]泰坦巨人[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的泰坦巨人吧！,,,,,,,3;6022
通缉哥布林海盗,30056,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50033,1,230011,230111,1;1101,[info=3;6026]找到[fbf21c]骷髅海盗[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的骷髅海盗吧！,,,,,,,3;6023
通缉熊猫团,30057,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50155,1,230011,230111,1;1101,[info=3;6027]找到[fbf21c]熊猫团[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的熊猫团吧！,,,,,,,3;6024
通缉海蝙蝠,30058,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50056,1,230011,230111,1;1101,[info=3;6028]找到[fbf21c]海蝙蝠[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的海蝙蝠吧！,,,,,,,3;6025
通缉暗影,30059,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50111,1,230011,230111,1;1101,[info=3;6029]找到[fbf21c]暗影[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的暗影吧！,,,,,,,3;6026
通缉功夫刺魔,30060,QK_Tongji,QT_Kill,25,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50092,1,230011,230111,1;1101,[info=3;6030]找到[fbf21c]功夫刺魔[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的功夫刺魔吧！,,,,,,,3;6027
通缉食尸鬼,30061,QK_Tongji,QT_Kill,30,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50026,1,230016,230116,1;1101,[info=2;6001]找到[fbf21c]食尸鬼[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的食尸鬼吧！,,,,,,,3;6028
通缉功夫刺魔,30062,QK_Tongji,QT_Kill,30,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50092,1,230016,230116,1;1101,[info=2;6002]找到[fbf21c]功夫刺魔[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的功夫刺魔吧！,,,,,,,3;6029
通缉暴君熊,30063,QK_Tongji,QT_Kill,30,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50012,1,230016,230116,1;1101,[info=2;6003]找到[fbf21c]暴君熊[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的暴君熊吧！,,,,,,,3;6030
通缉炽热魔芋,30064,QK_Tongji,QT_Kill,30,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50095,1,230016,230116,1;1101,[info=2;6004]找到[fbf21c]炽热魔芋[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的炽热魔芋吧！,,,,,,,2;6001
通缉巨人,30065,QK_Tongji,QT_Kill,30,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50148,1,230016,230116,1;1101,[info=2;6005]找到[fbf21c]巨人[-]，并击败他（建议组队）[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的巨人吧！,,,,,,,2;6002
通缉熔岩臭臭花,30066,QK_Tongji,QT_Kill,30,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50090,1,230016,230116,1;1101,[info=2;6006]找到[fbf21c]熔岩臭臭花[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的熔岩臭臭花吧！,,,,,,,2;6003
通缉死亡之花,30067,QK_Tongji,QT_Kill,30,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50085,1,230016,230116,1;1101,[info=2;6007]找到[fbf21c]死亡之花[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的死亡之花吧！,,,,,,,2;6004
通缉沙漠臭臭花,30068,QK_Tongji,QT_Kill,30,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50088,1,230016,230116,1;1101,[info=2;6008]找到[fbf21c]沙漠臭臭花[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的沙漠臭臭花吧！,,,,,,,2;6005
通缉小丑炸弹魔,30069,QK_Tongji,QT_Kill,30,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50104,1,230016,230116,1;1101,[info=2;6009]找到[fbf21c]小丑炸弹魔[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的小丑炸弹魔吧！,,,,,,,2;6006
通缉水蜘蛛,30070,QK_Tongji,QT_Kill,30,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50074,1,230016,230116,1;1101,[info=2;6010]找到[fbf21c]水蜘蛛[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的水蜘蛛吧！,,,,,,,2;6007
通缉曼陀罗草,30071,QK_Tongji,QT_Kill,30,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50084,1,230016,230116,1;1101,[info=2;6011]找到[fbf21c]曼陀罗草[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的曼陀罗草吧！,,,,,,,2;6008
通缉熊猫团,30072,QK_Tongji,QT_Kill,30,,RT_Nil,,1101,3006,1,1101,1,"5,-2",3007,3008,,,,,,50155,1,230016,230116,1;1101,[info=2;6012]找到[fbf21c]熊猫团[-]，并击败他[/info],[info=1;1101]在主城与[fbf21c]通缉负责人[-]交谈[/info],来挑战强大的熊猫团吧！,,,,,,,2;6009
