ID,BattleType,dialogue1,dialogue2,BP_Up0,BP_Up1,BP_Up2,BP_Up3,BP_Up4,BP_Up5,BP_Up6,BP_Up7,BP_Up8,BP_Up9,BP_Down0,BP_Down1,BP_Down2,BP_Down3,BP_Down4,BP_Down5,BP_Down6,BP_Down7,BP_Down8,BP_Down9,BattleName
2356,BT_PVE,,,20138,20138,40356,20138,20138,20138,20138,20138,20138,20138,,,,,,,,,,,
2357,BT_PVE,,,20138,20138,40357,20138,20138,20138,20138,20138,20138,20138,,,,,,,,,,,
2358,BT_PVE,,,20138,20138,40358,20138,20138,20138,20138,20138,20138,20138,,,,,,,,,,,
2359,BT_PVE,,,20138,20138,40359,20138,20138,20138,20138,20138,20138,20138,,,,,,,,,,,
2360,BT_PVE,,,20138,20138,40360,20138,20138,20138,20138,20138,20138,20138,,,,,,,,,,,
2361,BT_PVE,,,20166,20166,40361,20166,20166,20166,20166,20166,20166,20166,,,,,,,,,,,
2362,BT_PVE,,,20166,20166,40362,20166,20166,20166,20166,20166,20166,20166,,,,,,,,,,,
2363,BT_PVE,,,20166,20166,40363,20166,20166,20166,20166,20166,20166,20166,,,,,,,,,,,
2364,BT_PVE,,,20166,20166,40364,20166,20166,20166,20166,20166,20166,20166,,,,,,,,,,,
2365,BT_PVE,,,20166,20166,40365,20166,20166,20166,20166,20166,20166,20166,,,,,,,,,,,
2366,BT_PVE,,,20166,20166,40366,20166,20166,20166,20166,20166,20166,20166,,,,,,,,,,,
2367,BT_PVE,,,20166,20166,40367,20166,20166,20166,20166,20166,20166,20166,,,,,,,,,,,
2368,BT_PVE,,,20166,20166,40368,20166,20166,20166,20166,20166,20166,20166,,,,,,,,,,,
2369,BT_PVE,,,20166,20166,40369,20166,20166,20166,20166,20166,20166,20166,,,,,,,,,,,
2370,BT_PVE,,,20166,20166,40370,20166,20166,20166,20166,20166,20166,20166,,,,,,,,,,,
2371,BT_PVE,,,20166,20166,40371,20166,20166,20166,20166,20166,20166,20166,,,,,,,,,,,
2372,BT_PVE,,,20166,20166,40372,20166,20166,20166,20166,20166,20166,20166,,,,,,,,,,,
2373,BT_PVE,,,20166,20166,40373,20166,20166,20166,20166,20166,20166,20166,,,,,,,,,,,
2374,BT_PVE,,,20166,20166,40374,20166,20166,20166,20166,20166,20166,20166,,,,,,,,,,,
2375,BT_PVE,,,20166,20166,40375,20166,20166,20166,20166,20166,20166,20166,,,,,,,,,,,
2376,BT_PVE,,,20180,20180,40376,20180,20180,20180,20180,20180,20180,20180,,,,,,,,,,,
2377,BT_PVE,,,20180,20180,40377,20180,20180,20180,20180,20180,20180,20180,,,,,,,,,,,
2378,BT_PVE,,,20180,20180,40378,20180,20180,20180,20180,20180,20180,20180,,,,,,,,,,,
2379,BT_PVE,,,20180,20180,40379,20180,20180,20180,20180,20180,20180,20180,,,,,,,,,,,
2380,BT_PVE,,,20180,20180,40380,20180,20180,20180,20180,20180,20180,20180,,,,,,,,,,,
2381,BT_PVE,,,20180,20180,40381,20180,20180,20180,20180,20180,20180,20180,,,,,,,,,,,
2382,BT_PVE,,,20180,20180,40382,20180,20180,20180,20180,20180,20180,20180,,,,,,,,,,,
2383,BT_PVE,,,20180,20180,40383,20180,20180,20180,20180,20180,20180,20180,,,,,,,,,,,
2384,BT_PVE,,,20180,20180,40384,20180,20180,20180,20180,20180,20180,20180,,,,,,,,,,,
2385,BT_PVE,,,20180,20180,40385,20180,20180,20180,20180,20180,20180,20180,,,,,,,,,,,
2386,BT_PVE,,,20180,20180,40386,20180,20180,20180,20180,20180,20180,20180,,,,,,,,,,,
2387,BT_PVE,,,20180,20180,40387,20180,20180,20180,20180,20180,20180,20180,,,,,,,,,,,
2388,BT_PVE,,,20180,20180,40388,20180,20180,20180,20180,20180,20180,20180,,,,,,,,,,,
2389,BT_PVE,,,20180,20180,40389,20180,20180,20180,20180,20180,20180,20180,,,,,,,,,,,
2390,BT_PVE,,,20180,20180,40390,20180,20180,20180,20180,20180,20180,20180,,,,,,,,,,,
2391,BT_PVE,,,20202,20202,40391,20202,20202,20202,20202,20202,20202,20202,,,,,,,,,,,
2392,BT_PVE,,,20202,20202,40392,20202,20202,20202,20202,20202,20202,20202,,,,,,,,,,,
2393,BT_PVE,,,20202,20202,40393,20202,20202,20202,20202,20202,20202,20202,,,,,,,,,,,
2394,BT_PVE,,,20202,20202,40394,20202,20202,20202,20202,20202,20202,20202,,,,,,,,,,,
2395,BT_PVE,,,20202,20202,40395,20202,20202,20202,20202,20202,20202,20202,,,,,,,,,,,
2396,BT_PVE,,,20202,20202,40396,20202,20202,20202,20202,20202,20202,20202,,,,,,,,,,,
2397,BT_PVE,,,20202,20202,40397,20202,20202,20202,20202,20202,20202,20202,,,,,,,,,,,
2398,BT_PVE,,,20202,20202,40398,20202,20202,20202,20202,20202,20202,20202,,,,,,,,,,,
2399,BT_PVE,,,20202,20202,40399,20202,20202,20202,20202,20202,20202,20202,,,,,,,,,,,
2400,BT_PVE,,,20202,20202,40400,20202,20202,20202,20202,20202,20202,20202,,,,,,,,,,,
2401,BT_PVE,,,20202,20202,40401,20202,20202,20202,20202,20202,20202,20202,,,,,,,,,,,
2402,BT_PVE,,,20202,20202,40402,20202,20202,20202,20202,20202,20202,20202,,,,,,,,,,,
2403,BT_PVE,,,20202,20202,40403,20202,20202,20202,20202,20202,20202,20202,,,,,,,,,,,
2404,BT_PVE,,,20202,20202,40404,20202,20202,20202,20202,20202,20202,20202,,,,,,,,,,,
2405,BT_PVE,,,20202,20202,40405,20202,20202,20202,20202,20202,20202,20202,,,,,,,,,,,
2406,BT_PVE,,,20021,20021,40406,20021,20021,20021,20021,20021,20021,20021,,,,,,,,,,,
2407,BT_PVE,,,20021,20021,40407,20021,20021,20021,20021,20021,20021,20021,,,,,,,,,,,
2408,BT_PVE,,,20021,20021,40408,20021,20021,20021,20021,20021,20021,20021,,,,,,,,,,,
2409,BT_PVE,,,20021,20021,40409,20021,20021,20021,20021,20021,20021,20021,,,,,,,,,,,
2410,BT_PVE,,,20021,20021,40410,20021,20021,20021,20021,20021,20021,20021,,,,,,,,,,,
2411,BT_PVE,,,20021,20021,40411,20021,20021,20021,20021,20021,20021,20021,,,,,,,,,,,
2412,BT_PVE,,,20021,20021,40412,20021,20021,20021,20021,20021,20021,20021,,,,,,,,,,,
2413,BT_PVE,,,20021,20021,40413,20021,20021,20021,20021,20021,20021,20021,,,,,,,,,,,
2414,BT_PVE,,,20021,20021,40414,20021,20021,20021,20021,20021,20021,20021,,,,,,,,,,,
2415,BT_PVE,,,20021,20021,40415,20021,20021,20021,20021,20021,20021,20021,,,,,,,,,,,
2416,BT_PVE,,,20021,20021,40416,20021,20021,20021,20021,20021,20021,20021,,,,,,,,,,,
2417,BT_PVE,,,20021,20021,40417,20021,20021,20021,20021,20021,20021,20021,,,,,,,,,,,
2418,BT_PVE,,,20021,20021,40418,20021,20021,20021,20021,20021,20021,20021,,,,,,,,,,,
2419,BT_PVE,,,20021,20021,40419,20021,20021,20021,20021,20021,20021,20021,,,,,,,,,,,
2420,BT_PVE,,,20021,20021,40420,20021,20021,20021,20021,20021,20021,20021,,,,,,,,,,,
2421,BT_PVE,,,20036,20036,40421,20036,20036,20036,20036,20036,20036,20036,,,,,,,,,,,
2422,BT_PVE,,,20036,20036,40422,20036,20036,20036,20036,20036,20036,20036,,,,,,,,,,,
2423,BT_PVE,,,20036,20036,40423,20036,20036,20036,20036,20036,20036,20036,,,,,,,,,,,
2424,BT_PVE,,,20036,20036,40424,20036,20036,20036,20036,20036,20036,20036,,,,,,,,,,,
2425,BT_PVE,,,20036,20036,40425,20036,20036,20036,20036,20036,20036,20036,,,,,,,,,,,
2426,BT_PVE,,,20036,20036,40426,20036,20036,20036,20036,20036,20036,20036,,,,,,,,,,,
2427,BT_PVE,,,20036,20036,40427,20036,20036,20036,20036,20036,20036,20036,,,,,,,,,,,
2428,BT_PVE,,,20036,20036,40428,20036,20036,20036,20036,20036,20036,20036,,,,,,,,,,,
2429,BT_PVE,,,20036,20036,40429,20036,20036,20036,20036,20036,20036,20036,,,,,,,,,,,
2430,BT_PVE,,,20036,20036,40430,20036,20036,20036,20036,20036,20036,20036,,,,,,,,,,,
2431,BT_PVE,,,20036,20036,40431,20036,20036,20036,20036,20036,20036,20036,,,,,,,,,,,
2432,BT_PVE,,,20036,20036,40432,20036,20036,20036,20036,20036,20036,20036,,,,,,,,,,,
2433,BT_PVE,,,20036,20036,40433,20036,20036,20036,20036,20036,20036,20036,,,,,,,,,,,
2434,BT_PVE,,,20036,20036,40434,20036,20036,20036,20036,20036,20036,20036,,,,,,,,,,,
2435,BT_PVE,,,20036,20036,40435,20036,20036,20036,20036,20036,20036,20036,,,,,,,,,,,
2436,BT_PVE,,,20066,20066,40436,20066,20066,20066,20066,20066,20066,20066,,,,,,,,,,,
2437,BT_PVE,,,20066,20066,40437,20066,20066,20066,20066,20066,20066,20066,,,,,,,,,,,
2438,BT_PVE,,,20066,20066,40438,20066,20066,20066,20066,20066,20066,20066,,,,,,,,,,,
2439,BT_PVE,,,20066,20066,40439,20066,20066,20066,20066,20066,20066,20066,,,,,,,,,,,
2440,BT_PVE,,,20066,20066,40440,20066,20066,20066,20066,20066,20066,20066,,,,,,,,,,,
2441,BT_PVE,,,20066,20066,40441,20066,20066,20066,20066,20066,20066,20066,,,,,,,,,,,
2442,BT_PVE,,,20066,20066,40442,20066,20066,20066,20066,20066,20066,20066,,,,,,,,,,,
2443,BT_PVE,,,20066,20066,40443,20066,20066,20066,20066,20066,20066,20066,,,,,,,,,,,
2444,BT_PVE,,,20066,20066,40444,20066,20066,20066,20066,20066,20066,20066,,,,,,,,,,,
2445,BT_PVE,,,20066,20066,40445,20066,20066,20066,20066,20066,20066,20066,,,,,,,,,,,
2446,BT_PVE,,,20066,20066,40446,20066,20066,20066,20066,20066,20066,20066,,,,,,,,,,,
2447,BT_PVE,,,20066,20066,40447,20066,20066,20066,20066,20066,20066,20066,,,,,,,,,,,
2448,BT_PVE,,,20066,20066,40448,20066,20066,20066,20066,20066,20066,20066,,,,,,,,,,,
2449,BT_PVE,,,20066,20066,40449,20066,20066,20066,20066,20066,20066,20066,,,,,,,,,,,
2450,BT_PVE,,,20066,20066,40450,20066,20066,20066,20066,20066,20066,20066,,,,,,,,,,,
2451,BT_PVE,,,20085,20085,40451,20085,20085,20085,20085,20085,20085,20085,,,,,,,,,,,
2452,BT_PVE,,,20085,20085,40452,20085,20085,20085,20085,20085,20085,20085,,,,,,,,,,,
2453,BT_PVE,,,20085,20085,40453,20085,20085,20085,20085,20085,20085,20085,,,,,,,,,,,
2454,BT_PVE,,,20085,20085,40454,20085,20085,20085,20085,20085,20085,20085,,,,,,,,,,,
2455,BT_PVE,,,20085,20085,40455,20085,20085,20085,20085,20085,20085,20085,,,,,,,,,,,
2456,BT_PVE,,,20085,20085,40456,20085,20085,20085,20085,20085,20085,20085,,,,,,,,,,,
2457,BT_PVE,,,20085,20085,40457,20085,20085,20085,20085,20085,20085,20085,,,,,,,,,,,
2458,BT_PVE,,,20085,20085,40458,20085,20085,20085,20085,20085,20085,20085,,,,,,,,,,,
2459,BT_PVE,,,20085,20085,40459,20085,20085,20085,20085,20085,20085,20085,,,,,,,,,,,
2460,BT_PVE,,,20085,20085,40460,20085,20085,20085,20085,20085,20085,20085,,,,,,,,,,,
2461,BT_PVE,,,20085,20085,40461,20085,20085,20085,20085,20085,20085,20085,,,,,,,,,,,
2462,BT_PVE,,,20085,20085,40462,20085,20085,20085,20085,20085,20085,20085,,,,,,,,,,,
2463,BT_PVE,,,20085,20085,40463,20085,20085,20085,20085,20085,20085,20085,,,,,,,,,,,
2464,BT_PVE,,,20085,20085,40464,20085,20085,20085,20085,20085,20085,20085,,,,,,,,,,,
2465,BT_PVE,,,20085,20085,40465,20085,20085,20085,20085,20085,20085,20085,,,,,,,,,,,
2466,BT_PVE,,,20103,20103,40466,20103,20103,20103,20103,20103,20103,20103,,,,,,,,,,,
2467,BT_PVE,,,20103,20103,40467,20103,20103,20103,20103,20103,20103,20103,,,,,,,,,,,
2468,BT_PVE,,,20103,20103,40468,20103,20103,20103,20103,20103,20103,20103,,,,,,,,,,,
2469,BT_PVE,,,20103,20103,40469,20103,20103,20103,20103,20103,20103,20103,,,,,,,,,,,
2470,BT_PVE,,,20103,20103,40470,20103,20103,20103,20103,20103,20103,20103,,,,,,,,,,,
2471,BT_PVE,,,20103,20103,40471,20103,20103,20103,20103,20103,20103,20103,,,,,,,,,,,
2472,BT_PVE,,,20103,20103,40472,20103,20103,20103,20103,20103,20103,20103,,,,,,,,,,,
2473,BT_PVE,,,20103,20103,40473,20103,20103,20103,20103,20103,20103,20103,,,,,,,,,,,
2474,BT_PVE,,,20103,20103,40474,20103,20103,20103,20103,20103,20103,20103,,,,,,,,,,,
2475,BT_PVE,,,20103,20103,40475,20103,20103,20103,20103,20103,20103,20103,,,,,,,,,,,
2476,BT_PVE,,,20103,20103,40476,20103,20103,20103,20103,20103,20103,20103,,,,,,,,,,,
2477,BT_PVE,,,20103,20103,40477,20103,20103,20103,20103,20103,20103,20103,,,,,,,,,,,
2478,BT_PVE,,,20103,20103,40478,20103,20103,20103,20103,20103,20103,20103,,,,,,,,,,,
2479,BT_PVE,,,20103,20103,40479,20103,20103,20103,20103,20103,20103,20103,,,,,,,,,,,
2480,BT_PVE,,,20103,20103,40480,20103,20103,20103,20103,20103,20103,20103,,,,,,,,,,,
2481,BT_PVE,,,20127,20127,40481,20127,20127,20127,20127,20127,20127,20127,,,,,,,,,,,
2482,BT_PVE,,,20127,20127,40482,20127,20127,20127,20127,20127,20127,20127,,,,,,,,,,,
2483,BT_PVE,,,20127,20127,40483,20127,20127,20127,20127,20127,20127,20127,,,,,,,,,,,
2484,BT_PVE,,,20127,20127,40484,20127,20127,20127,20127,20127,20127,20127,,,,,,,,,,,
2485,BT_PVE,,,20127,20127,40485,20127,20127,20127,20127,20127,20127,20127,,,,,,,,,,,
2486,BT_PVE,,,20127,20127,40486,20127,20127,20127,20127,20127,20127,20127,,,,,,,,,,,
2487,BT_PVE,,,20127,20127,40487,20127,20127,20127,20127,20127,20127,20127,,,,,,,,,,,
2488,BT_PVE,,,20127,20127,40488,20127,20127,20127,20127,20127,20127,20127,,,,,,,,,,,
2489,BT_PVE,,,20127,20127,40489,20127,20127,20127,20127,20127,20127,20127,,,,,,,,,,,
2490,BT_PVE,,,20127,20127,40490,20127,20127,20127,20127,20127,20127,20127,,,,,,,,,,,
2491,BT_PVE,,,20127,20127,40491,20127,20127,20127,20127,20127,20127,20127,,,,,,,,,,,
2492,BT_PVE,,,20127,20127,40492,20127,20127,20127,20127,20127,20127,20127,,,,,,,,,,,
2493,BT_PVE,,,20127,20127,40493,20127,20127,20127,20127,20127,20127,20127,,,,,,,,,,,
2494,BT_PVE,,,20127,20127,40494,20127,20127,20127,20127,20127,20127,20127,,,,,,,,,,,
2495,BT_PVE,,,20127,20127,40495,20127,20127,20127,20127,20127,20127,20127,,,,,,,,,,,
2496,BT_PVE,,,20162,20162,40496,20162,20162,20162,20162,20162,20162,20162,,,,,,,,,,,
2497,BT_PVE,,,20162,20162,40497,20162,20162,20162,20162,20162,20162,20162,,,,,,,,,,,
2498,BT_PVE,,,20162,20162,40498,20162,20162,20162,20162,20162,20162,20162,,,,,,,,,,,
2499,BT_PVE,,,20162,20162,40499,20162,20162,20162,20162,20162,20162,20162,,,,,,,,,,,
2500,BT_PVE,,,20162,20162,40500,20162,20162,20162,20162,20162,20162,20162,,,,,,,,,,,
2501,BT_PVE,,,20162,20162,40501,20162,20162,20162,20162,20162,20162,20162,,,,,,,,,,,
2502,BT_PVE,,,20162,20162,40502,20162,20162,20162,20162,20162,20162,20162,,,,,,,,,,,
2503,BT_PVE,,,20162,20162,40503,20162,20162,20162,20162,20162,20162,20162,,,,,,,,,,,
2504,BT_PVE,,,20162,20162,40504,20162,20162,20162,20162,20162,20162,20162,,,,,,,,,,,
2505,BT_PVE,,,20162,20162,40505,20162,20162,20162,20162,20162,20162,20162,,,,,,,,,,,
2506,BT_PVE,,,20162,20162,40506,20162,20162,20162,20162,20162,20162,20162,,,,,,,,,,,
2507,BT_PVE,,,20162,20162,40507,20162,20162,20162,20162,20162,20162,20162,,,,,,,,,,,
2508,BT_PVE,,,20162,20162,40508,20162,20162,20162,20162,20162,20162,20162,,,,,,,,,,,
2509,BT_PVE,,,20162,20162,40509,20162,20162,20162,20162,20162,20162,20162,,,,,,,,,,,
2510,BT_PVE,,,20162,20162,40510,20162,20162,20162,20162,20162,20162,20162,,,,,,,,,,,
2511,BT_PVE,,,20185,20185,40511,20185,20185,20185,20185,20185,20185,20185,,,,,,,,,,,
2512,BT_PVE,,,20185,20185,40512,20185,20185,20185,20185,20185,20185,20185,,,,,,,,,,,
2513,BT_PVE,,,20185,20185,40513,20185,20185,20185,20185,20185,20185,20185,,,,,,,,,,,
2514,BT_PVE,,,20185,20185,40514,20185,20185,20185,20185,20185,20185,20185,,,,,,,,,,,
2515,BT_PVE,,,20185,20185,40515,20185,20185,20185,20185,20185,20185,20185,,,,,,,,,,,
2516,BT_PVE,,,20185,20185,40516,20185,20185,20185,20185,20185,20185,20185,,,,,,,,,,,
2517,BT_PVE,,,20185,20185,40517,20185,20185,20185,20185,20185,20185,20185,,,,,,,,,,,
2518,BT_PVE,,,20185,20185,40518,20185,20185,20185,20185,20185,20185,20185,,,,,,,,,,,
2519,BT_PVE,,,20185,20185,40519,20185,20185,20185,20185,20185,20185,20185,,,,,,,,,,,
2520,BT_PVE,,,20185,20185,40520,20185,20185,20185,20185,20185,20185,20185,,,,,,,,,,,
2521,BT_PVE,,,20185,20185,40521,20185,20185,20185,20185,20185,20185,20185,,,,,,,,,,,
2522,BT_PVE,,,20185,20185,40522,20185,20185,20185,20185,20185,20185,20185,,,,,,,,,,,
2523,BT_PVE,,,20185,20185,40523,20185,20185,20185,20185,20185,20185,20185,,,,,,,,,,,
2524,BT_PVE,,,20185,20185,40524,20185,20185,20185,20185,20185,20185,20185,,,,,,,,,,,
2525,BT_PVE,,,20185,20185,40525,20185,20185,20185,20185,20185,20185,20185,,,,,,,,,,,
2526,BT_PVE,,,20197,20197,40526,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2527,BT_PVE,,,20197,20197,40527,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2528,BT_PVE,,,20197,20197,40528,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2529,BT_PVE,,,20197,20197,40529,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2530,BT_PVE,,,20197,20197,40530,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2531,BT_PVE,,,20197,20197,40531,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2532,BT_PVE,,,20197,20197,40532,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2533,BT_PVE,,,20197,20197,40533,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2534,BT_PVE,,,20197,20197,40534,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2535,BT_PVE,,,20197,20197,40535,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2536,BT_PVE,,,20197,20197,40536,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2537,BT_PVE,,,20197,20197,40537,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2538,BT_PVE,,,20197,20197,40538,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2539,BT_PVE,,,20197,20197,40539,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2540,BT_PVE,,,20197,20197,40540,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2541,BT_PVE,,,20011,20011,40541,20011,20011,20011,20011,20011,20011,20011,,,,,,,,,,,
2542,BT_PVE,,,20011,20011,40542,20011,20011,20011,20011,20011,20011,20011,,,,,,,,,,,
2543,BT_PVE,,,20011,20011,40543,20011,20011,20011,20011,20011,20011,20011,,,,,,,,,,,
2544,BT_PVE,,,20011,20011,40544,20011,20011,20011,20011,20011,20011,20011,,,,,,,,,,,
2545,BT_PVE,,,20011,20011,40545,20011,20011,20011,20011,20011,20011,20011,,,,,,,,,,,
2546,BT_PVE,,,20011,20011,40546,20011,20011,20011,20011,20011,20011,20011,,,,,,,,,,,
2547,BT_PVE,,,20011,20011,40547,20011,20011,20011,20011,20011,20011,20011,,,,,,,,,,,
2548,BT_PVE,,,20011,20011,40548,20011,20011,20011,20011,20011,20011,20011,,,,,,,,,,,
2549,BT_PVE,,,20011,20011,40549,20011,20011,20011,20011,20011,20011,20011,,,,,,,,,,,
2550,BT_PVE,,,20011,20011,40550,20011,20011,20011,20011,20011,20011,20011,,,,,,,,,,,
2551,BT_PVE,,,20011,20011,40551,20011,20011,20011,20011,20011,20011,20011,,,,,,,,,,,
2552,BT_PVE,,,20011,20011,40552,20011,20011,20011,20011,20011,20011,20011,,,,,,,,,,,
2553,BT_PVE,,,20011,20011,40553,20011,20011,20011,20011,20011,20011,20011,,,,,,,,,,,
2554,BT_PVE,,,20011,20011,40554,20011,20011,20011,20011,20011,20011,20011,,,,,,,,,,,
2555,BT_PVE,,,20011,20011,40555,20011,20011,20011,20011,20011,20011,20011,,,,,,,,,,,
2556,BT_PVE,,,20047,20047,40556,20047,20047,20047,20047,20047,20047,20047,,,,,,,,,,,
2557,BT_PVE,,,20047,20047,40557,20047,20047,20047,20047,20047,20047,20047,,,,,,,,,,,
2558,BT_PVE,,,20047,20047,40558,20047,20047,20047,20047,20047,20047,20047,,,,,,,,,,,
2559,BT_PVE,,,20047,20047,40559,20047,20047,20047,20047,20047,20047,20047,,,,,,,,,,,
2560,BT_PVE,,,20047,20047,40560,20047,20047,20047,20047,20047,20047,20047,,,,,,,,,,,
2561,BT_PVE,,,20047,20047,40561,20047,20047,20047,20047,20047,20047,20047,,,,,,,,,,,
2562,BT_PVE,,,20047,20047,40562,20047,20047,20047,20047,20047,20047,20047,,,,,,,,,,,
2563,BT_PVE,,,20047,20047,40563,20047,20047,20047,20047,20047,20047,20047,,,,,,,,,,,
2564,BT_PVE,,,20047,20047,40564,20047,20047,20047,20047,20047,20047,20047,,,,,,,,,,,
2565,BT_PVE,,,20047,20047,40565,20047,20047,20047,20047,20047,20047,20047,,,,,,,,,,,
2566,BT_PVE,,,20047,20047,40566,20047,20047,20047,20047,20047,20047,20047,,,,,,,,,,,
2567,BT_PVE,,,20047,20047,40567,20047,20047,20047,20047,20047,20047,20047,,,,,,,,,,,
2568,BT_PVE,,,20047,20047,40568,20047,20047,20047,20047,20047,20047,20047,,,,,,,,,,,
2569,BT_PVE,,,20047,20047,40569,20047,20047,20047,20047,20047,20047,20047,,,,,,,,,,,
2570,BT_PVE,,,20047,20047,40570,20047,20047,20047,20047,20047,20047,20047,,,,,,,,,,,
2571,BT_PVE,,,20059,20059,40571,20059,20059,20059,20059,20059,20059,20059,,,,,,,,,,,
2572,BT_PVE,,,20059,20059,40572,20059,20059,20059,20059,20059,20059,20059,,,,,,,,,,,
2573,BT_PVE,,,20059,20059,40573,20059,20059,20059,20059,20059,20059,20059,,,,,,,,,,,
2574,BT_PVE,,,20059,20059,40574,20059,20059,20059,20059,20059,20059,20059,,,,,,,,,,,
2575,BT_PVE,,,20059,20059,40575,20059,20059,20059,20059,20059,20059,20059,,,,,,,,,,,
2576,BT_PVE,,,20059,20059,40576,20059,20059,20059,20059,20059,20059,20059,,,,,,,,,,,
2577,BT_PVE,,,20059,20059,40577,20059,20059,20059,20059,20059,20059,20059,,,,,,,,,,,
2578,BT_PVE,,,20059,20059,40578,20059,20059,20059,20059,20059,20059,20059,,,,,,,,,,,
2579,BT_PVE,,,20059,20059,40579,20059,20059,20059,20059,20059,20059,20059,,,,,,,,,,,
2580,BT_PVE,,,20059,20059,40580,20059,20059,20059,20059,20059,20059,20059,,,,,,,,,,,
2581,BT_PVE,,,20059,20059,40581,20059,20059,20059,20059,20059,20059,20059,,,,,,,,,,,
2582,BT_PVE,,,20059,20059,40582,20059,20059,20059,20059,20059,20059,20059,,,,,,,,,,,
2583,BT_PVE,,,20059,20059,40583,20059,20059,20059,20059,20059,20059,20059,,,,,,,,,,,
2584,BT_PVE,,,20059,20059,40584,20059,20059,20059,20059,20059,20059,20059,,,,,,,,,,,
2585,BT_PVE,,,20059,20059,40585,20059,20059,20059,20059,20059,20059,20059,,,,,,,,,,,
2586,BT_PVE,,,20076,20076,40586,20076,20076,20076,20076,20076,20076,20076,,,,,,,,,,,
2587,BT_PVE,,,20076,20076,40587,20076,20076,20076,20076,20076,20076,20076,,,,,,,,,,,
2588,BT_PVE,,,20076,20076,40588,20076,20076,20076,20076,20076,20076,20076,,,,,,,,,,,
2589,BT_PVE,,,20076,20076,40589,20076,20076,20076,20076,20076,20076,20076,,,,,,,,,,,
2590,BT_PVE,,,20076,20076,40590,20076,20076,20076,20076,20076,20076,20076,,,,,,,,,,,
2591,BT_PVE,,,20076,20076,40591,20076,20076,20076,20076,20076,20076,20076,,,,,,,,,,,
2592,BT_PVE,,,20076,20076,40592,20076,20076,20076,20076,20076,20076,20076,,,,,,,,,,,
2593,BT_PVE,,,20076,20076,40593,20076,20076,20076,20076,20076,20076,20076,,,,,,,,,,,
2594,BT_PVE,,,20076,20076,40594,20076,20076,20076,20076,20076,20076,20076,,,,,,,,,,,
2595,BT_PVE,,,20076,20076,40595,20076,20076,20076,20076,20076,20076,20076,,,,,,,,,,,
2596,BT_PVE,,,20076,20076,40596,20076,20076,20076,20076,20076,20076,20076,,,,,,,,,,,
2597,BT_PVE,,,20076,20076,40597,20076,20076,20076,20076,20076,20076,20076,,,,,,,,,,,
2598,BT_PVE,,,20076,20076,40598,20076,20076,20076,20076,20076,20076,20076,,,,,,,,,,,
2599,BT_PVE,,,20076,20076,40599,20076,20076,20076,20076,20076,20076,20076,,,,,,,,,,,
2600,BT_PVE,,,20076,20076,40600,20076,20076,20076,20076,20076,20076,20076,,,,,,,,,,,
2601,BT_PVE,,,20113,20113,40601,20113,20113,20113,20113,20113,20113,20113,,,,,,,,,,,
2602,BT_PVE,,,20113,20113,40602,20113,20113,20113,20113,20113,20113,20113,,,,,,,,,,,
2603,BT_PVE,,,20113,20113,40603,20113,20113,20113,20113,20113,20113,20113,,,,,,,,,,,
2604,BT_PVE,,,20113,20113,40604,20113,20113,20113,20113,20113,20113,20113,,,,,,,,,,,
2605,BT_PVE,,,20113,20113,40605,20113,20113,20113,20113,20113,20113,20113,,,,,,,,,,,
2606,BT_PVE,,,20113,20113,40606,20113,20113,20113,20113,20113,20113,20113,,,,,,,,,,,
2607,BT_PVE,,,20113,20113,40607,20113,20113,20113,20113,20113,20113,20113,,,,,,,,,,,
2608,BT_PVE,,,20113,20113,40608,20113,20113,20113,20113,20113,20113,20113,,,,,,,,,,,
2609,BT_PVE,,,20113,20113,40609,20113,20113,20113,20113,20113,20113,20113,,,,,,,,,,,
2610,BT_PVE,,,20113,20113,40610,20113,20113,20113,20113,20113,20113,20113,,,,,,,,,,,
2611,BT_PVE,,,20113,20113,40611,20113,20113,20113,20113,20113,20113,20113,,,,,,,,,,,
2612,BT_PVE,,,20113,20113,40612,20113,20113,20113,20113,20113,20113,20113,,,,,,,,,,,
2613,BT_PVE,,,20113,20113,40613,20113,20113,20113,20113,20113,20113,20113,,,,,,,,,,,
2614,BT_PVE,,,20113,20113,40614,20113,20113,20113,20113,20113,20113,20113,,,,,,,,,,,
2615,BT_PVE,,,20113,20113,40615,20113,20113,20113,20113,20113,20113,20113,,,,,,,,,,,
2616,BT_PVE,,,20138,20138,40616,20138,20138,20138,20138,20138,20138,20138,,,,,,,,,,,
