ID,SkillName,NameEffectID,SkillDesc,SkillType,SelectedTarget,Pr,Lv,CastEffectAssetID,EffectAssetID,BeAttackAssetID,StateIDs,isMelee,isPhysic,GroupID,LearnGroup,cost,SkillTargetType,PassiveName,resIconName,resTextName,GloAction,GloCondition,Actions,Conditions,ImpactPropType,ImpactPropNum,LearnQuestID,LearnCoin,LevelUpNeedItem,exp,DontCare,LearnLv,SkillBack,SkillIconTex
2231,十字混乱等级10,541,让敌方单体及其周围混乱[ff6000]7[-] 次行动，混乱后角色不受控制，90级可用。并且需要进阶为3转职业等级。,SKT_Active,CalcSkillAffect_qiangli,,10,88,41,-1,,,,十字混乱,3,100,STT_All,PAT_None,qiangluanIcon_icon,qianghunText,"skill_hunluan_qiangli_10(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,,,1,15,ICON_zhandou_jinengshifang_19_hunluan_1.1.0.0,AF_zhandou_jinengshifang_19_hunluan_2_1.1.0.0
2251,全体毒素等级1,515,让一侧全体中毒[ff6000]2[-] 次行动，中毒后每回合持续掉血，25级可用。,SKT_Active,CalcSkillAffect_quanti,150,1,39,41,-1,,,,全体毒素,3,20,STT_All,PAT_None,chaoduIcon_icon,chaoduText,"skill_zhongdu_quanti_1(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,8000,4500,5,1,25,ICON_zhandou_jinengshifang_15_zhongdu_1.1.0.0,AF_zhandou_jinengshifang_15_zhongdu_3_1.1.0.0
2251,全体毒素等级2,515,让一侧全体中毒[ff6000]3[-] 次行动，中毒后每回合持续掉血，25级可用。,SKT_Active,CalcSkillAffect_quanti,600,2,39,41,-1,,,,全体毒素,3,40,STT_All,PAT_None,chaoduIcon_icon,chaoduText,"skill_zhongdu_quanti_2(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4501,6,1,25,ICON_zhandou_jinengshifang_15_zhongdu_1.1.0.0,AF_zhandou_jinengshifang_15_zhongdu_3_1.1.0.0
2251,全体毒素等级3,515,让一侧全体中毒[ff6000]3[-] 次行动，中毒后每回合持续掉血，25级可用。,SKT_Active,CalcSkillAffect_quanti,1950,3,39,41,-1,,,,全体毒素,3,60,STT_All,PAT_None,chaoduIcon_icon,chaoduText,"skill_zhongdu_quanti_3(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4502,7,1,25,ICON_zhandou_jinengshifang_15_zhongdu_1.1.0.0,AF_zhandou_jinengshifang_15_zhongdu_3_1.1.0.0
2251,全体毒素等级4,515,让一侧全体中毒[ff6000]4[-] 次行动，中毒后每回合持续掉血，30级可用。,SKT_Active,CalcSkillAffect_quanti,7950,4,86,41,-1,,,,全体毒素,3,80,STT_All,PAT_None,chaoduIcon_icon,chaoduText,"skill_zhongdu_quanti_4(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4503,8,1,25,ICON_zhandou_jinengshifang_15_zhongdu_1.1.0.0,AF_zhandou_jinengshifang_15_zhongdu_3_1.1.0.0
2251,全体毒素等级5,515,让一侧全体中毒[ff6000]4[-] 次行动，中毒后每回合持续掉血，40级可用。并且需要进阶为1转职业等级。,SKT_Active,CalcSkillAffect_quanti,30900,5,86,41,-1,,,,全体毒素,3,100,STT_All,PAT_None,chaoduIcon_icon,chaoduText,"skill_zhongdu_quanti_5(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4504,9,1,25,ICON_zhandou_jinengshifang_15_zhongdu_1.1.0.0,AF_zhandou_jinengshifang_15_zhongdu_3_1.1.0.0
2251,全体毒素等级6,515,让一侧全体中毒[ff6000]5[-] 次行动，中毒后每回合持续掉血，50级可用。并且需要进阶为1转职业等级。,SKT_Active,CalcSkillAffect_quanti,144900,6,86,41,-1,,,,全体毒素,3,120,STT_All,PAT_None,chaoduIcon_icon,chaoduText,"skill_zhongdu_quanti_6(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4505,10,1,25,ICON_zhandou_jinengshifang_15_zhongdu_1.1.0.0,AF_zhandou_jinengshifang_15_zhongdu_3_1.1.0.0
2251,全体毒素等级7,515,让一侧全体中毒[ff6000]5[-] 次行动，中毒后每回合持续掉血，60级可用。并且需要进阶为2转职业等级。,SKT_Active,CalcSkillAffect_quanti,392400,7,87,41,-1,,,,全体毒素,3,140,STT_All,PAT_None,chaoduIcon_icon,chaoduText,"skill_zhongdu_quanti_7(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4506,11,1,25,ICON_zhandou_jinengshifang_15_zhongdu_1.1.0.0,AF_zhandou_jinengshifang_15_zhongdu_3_1.1.0.0
2251,全体毒素等级8,515,让一侧全体中毒[ff6000]6[-] 次行动，中毒后每回合持续掉血，70级可用。并且需要进阶为2转职业等级。,SKT_Active,CalcSkillAffect_quanti,932400,8,87,41,-1,,,,全体毒素,3,160,STT_All,PAT_None,chaoduIcon_icon,chaoduText,"skill_zhongdu_quanti_8(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4507,12,1,25,ICON_zhandou_jinengshifang_15_zhongdu_1.1.0.0,AF_zhandou_jinengshifang_15_zhongdu_3_1.1.0.0
2251,全体毒素等级9,515,让一侧全体中毒[ff6000]6[-] 次行动，中毒后每回合持续掉血，80级可用。并且需要进阶为3转职业等级。,SKT_Active,CalcSkillAffect_quanti,1907400,9,87,41,-1,,,,全体毒素,3,180,STT_All,PAT_None,chaoduIcon_icon,chaoduText,"skill_zhongdu_quanti_9(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4508,13,1,25,ICON_zhandou_jinengshifang_15_zhongdu_1.1.0.0,AF_zhandou_jinengshifang_15_zhongdu_3_1.1.0.0
2251,全体毒素等级10,515,让一侧全体中毒[ff6000]7[-] 次行动，中毒后每回合持续掉血，90级可用。并且需要进阶为3转职业等级。,SKT_Active,CalcSkillAffect_quanti,,10,88,41,-1,,,,全体毒素,3,200,STT_All,PAT_None,chaoduIcon_icon,chaoduText,"skill_zhongdu_quanti_10(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,,,1,25,ICON_zhandou_jinengshifang_15_zhongdu_1.1.0.0,AF_zhandou_jinengshifang_15_zhongdu_3_1.1.0.0
2261,全体催眠等级1,509,让一侧全体催眠[ff6000]2[-] 次行动，催眠后无法行动，催眠单位被攻击催眠状态解除，25级可用。,SKT_Active,CalcSkillAffect_quanti,150,1,39,41,-1,,,,全体催眠,3,20,STT_All,PAT_None,chaoshuiIcon_icon,chaoshuiText,"skill_hunshui_quanti_1(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,8000,4500,5,1,25,ICON_zhandou_jinengshifang_16_cuimian_1.1.0.0,AF_zhandou_jinengshifang_16_cuimian_3_1.1.0.0
2261,全体催眠等级2,509,让一侧全体催眠[ff6000]3[-] 次行动，催眠后无法行动，催眠单位被攻击催眠状态解除，25级可用。,SKT_Active,CalcSkillAffect_quanti,600,2,39,41,-1,,,,全体催眠,3,40,STT_All,PAT_None,chaoshuiIcon_icon,chaoshuiText,"skill_hunshui_quanti_2(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4501,6,1,25,ICON_zhandou_jinengshifang_16_cuimian_1.1.0.0,AF_zhandou_jinengshifang_16_cuimian_3_1.1.0.0
2261,全体催眠等级3,509,让一侧全体催眠[ff6000]3[-] 次行动，催眠后无法行动，催眠单位被攻击催眠状态解除，25级可用。,SKT_Active,CalcSkillAffect_quanti,1950,3,39,41,-1,,,,全体催眠,3,60,STT_All,PAT_None,chaoshuiIcon_icon,chaoshuiText,"skill_hunshui_quanti_3(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4502,7,1,25,ICON_zhandou_jinengshifang_16_cuimian_1.1.0.0,AF_zhandou_jinengshifang_16_cuimian_3_1.1.0.0
2261,全体催眠等级4,509,让一侧全体催眠[ff6000]4[-] 次行动，催眠后无法行动，催眠单位被攻击催眠状态解除，30级可用。,SKT_Active,CalcSkillAffect_quanti,7950,4,86,41,-1,,,,全体催眠,3,80,STT_All,PAT_None,chaoshuiIcon_icon,chaoshuiText,"skill_hunshui_quanti_4(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4503,8,1,25,ICON_zhandou_jinengshifang_16_cuimian_1.1.0.0,AF_zhandou_jinengshifang_16_cuimian_3_1.1.0.0
2261,全体催眠等级5,509,让一侧全体催眠[ff6000]4[-] 次行动，催眠后无法行动，催眠单位被攻击催眠状态解除，40级可用。并且需要进阶为1转职业等级。,SKT_Active,CalcSkillAffect_quanti,30900,5,86,41,-1,,,,全体催眠,3,100,STT_All,PAT_None,chaoshuiIcon_icon,chaoshuiText,"skill_hunshui_quanti_5(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4504,9,1,25,ICON_zhandou_jinengshifang_16_cuimian_1.1.0.0,AF_zhandou_jinengshifang_16_cuimian_3_1.1.0.0
2261,全体催眠等级6,509,让一侧全体催眠[ff6000]5[-] 次行动，催眠后无法行动，催眠单位被攻击催眠状态解除，50级可用。并且需要进阶为1转职业等级。,SKT_Active,CalcSkillAffect_quanti,144900,6,86,41,-1,,,,全体催眠,3,120,STT_All,PAT_None,chaoshuiIcon_icon,chaoshuiText,"skill_hunshui_quanti_6(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4505,10,1,25,ICON_zhandou_jinengshifang_16_cuimian_1.1.0.0,AF_zhandou_jinengshifang_16_cuimian_3_1.1.0.0
2261,全体催眠等级7,509,让一侧全体催眠[ff6000]5[-] 次行动，催眠后无法行动，催眠单位被攻击催眠状态解除，60级可用。并且需要进阶为2转职业等级。,SKT_Active,CalcSkillAffect_quanti,392400,7,87,41,-1,,,,全体催眠,3,140,STT_All,PAT_None,chaoshuiIcon_icon,chaoshuiText,"skill_hunshui_quanti_7(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4506,11,1,25,ICON_zhandou_jinengshifang_16_cuimian_1.1.0.0,AF_zhandou_jinengshifang_16_cuimian_3_1.1.0.0
2261,全体催眠等级8,509,让一侧全体催眠[ff6000]6[-] 次行动，催眠后无法行动，催眠单位被攻击催眠状态解除，70级可用。并且需要进阶为2转职业等级。,SKT_Active,CalcSkillAffect_quanti,932400,8,87,41,-1,,,,全体催眠,3,160,STT_All,PAT_None,chaoshuiIcon_icon,chaoshuiText,"skill_hunshui_quanti_8(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4507,12,1,25,ICON_zhandou_jinengshifang_16_cuimian_1.1.0.0,AF_zhandou_jinengshifang_16_cuimian_3_1.1.0.0
2261,全体催眠等级9,509,让一侧全体催眠[ff6000]6[-] 次行动，催眠后无法行动，催眠单位被攻击催眠状态解除，80级可用。并且需要进阶为3转职业等级。,SKT_Active,CalcSkillAffect_quanti,1907400,9,87,41,-1,,,,全体催眠,3,180,STT_All,PAT_None,chaoshuiIcon_icon,chaoshuiText,"skill_hunshui_quanti_9(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4508,13,1,25,ICON_zhandou_jinengshifang_16_cuimian_1.1.0.0,AF_zhandou_jinengshifang_16_cuimian_3_1.1.0.0
2261,全体催眠等级10,509,让一侧全体催眠[ff6000]7[-] 次行动，催眠后无法行动，催眠单位被攻击催眠状态解除，90级可用。并且需要进阶为3转职业等级。,SKT_Active,CalcSkillAffect_quanti,,10,88,41,-1,,,,全体催眠,3,200,STT_All,PAT_None,chaoshuiIcon_icon,chaoshuiText,"skill_hunshui_quanti_10(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,,,1,25,ICON_zhandou_jinengshifang_16_cuimian_1.1.0.0,AF_zhandou_jinengshifang_16_cuimian_3_1.1.0.0
2271,全体石化等级1,512,让一侧全体石化[ff6000]2[-] 次行动，石化后无法行动，防御力大幅增加，25级可用。,SKT_Active,CalcSkillAffect_quanti,150,1,39,41,-1,,,,全体石化,3,20,STT_All,PAT_None,chaoshiIcon_icon,chaoshiText,"skill_shihua_quanti_1(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,8000,4500,5,1,25,ICON_zhandou_jinengshifang_17_shihua_1.1.0.0,AF_zhandou_jinengshifang_17_shihua_3_1.1.0.0
2271,全体石化等级2,512,让一侧全体石化[ff6000]3[-] 次行动，石化后无法行动，防御力大幅增加，25级可用。,SKT_Active,CalcSkillAffect_quanti,600,2,39,41,-1,,,,全体石化,3,40,STT_All,PAT_None,chaoshiIcon_icon,chaoshiText,"skill_shihua_quanti_2(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4501,6,1,25,ICON_zhandou_jinengshifang_17_shihua_1.1.0.0,AF_zhandou_jinengshifang_17_shihua_3_1.1.0.0
2271,全体石化等级3,512,让一侧全体石化[ff6000]3[-] 次行动，石化后无法行动，防御力大幅增加，25级可用。,SKT_Active,CalcSkillAffect_quanti,1950,3,39,41,-1,,,,全体石化,3,60,STT_All,PAT_None,chaoshiIcon_icon,chaoshiText,"skill_shihua_quanti_3(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4502,7,1,25,ICON_zhandou_jinengshifang_17_shihua_1.1.0.0,AF_zhandou_jinengshifang_17_shihua_3_1.1.0.0
2271,全体石化等级4,512,让一侧全体石化[ff6000]4[-] 次行动，石化后无法行动，防御力大幅增加，30级可用。,SKT_Active,CalcSkillAffect_quanti,7950,4,86,41,-1,,,,全体石化,3,80,STT_All,PAT_None,chaoshiIcon_icon,chaoshiText,"skill_shihua_quanti_4(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4503,8,1,25,ICON_zhandou_jinengshifang_17_shihua_1.1.0.0,AF_zhandou_jinengshifang_17_shihua_3_1.1.0.0
2271,全体石化等级5,512,让一侧全体石化[ff6000]4[-] 次行动，石化后无法行动，防御力大幅增加，40级可用。并且需要进阶为1转职业等级。,SKT_Active,CalcSkillAffect_quanti,30900,5,86,41,-1,,,,全体石化,3,100,STT_All,PAT_None,chaoshiIcon_icon,chaoshiText,"skill_shihua_quanti_5(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4504,9,1,25,ICON_zhandou_jinengshifang_17_shihua_1.1.0.0,AF_zhandou_jinengshifang_17_shihua_3_1.1.0.0
2271,全体石化等级6,512,让一侧全体石化[ff6000]5[-] 次行动，石化后无法行动，防御力大幅增加，50级可用。并且需要进阶为1转职业等级。,SKT_Active,CalcSkillAffect_quanti,144900,6,86,41,-1,,,,全体石化,3,120,STT_All,PAT_None,chaoshiIcon_icon,chaoshiText,"skill_shihua_quanti_6(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4505,10,1,25,ICON_zhandou_jinengshifang_17_shihua_1.1.0.0,AF_zhandou_jinengshifang_17_shihua_3_1.1.0.0
2271,全体石化等级7,512,让一侧全体石化[ff6000]5[-] 次行动，石化后无法行动，防御力大幅增加，60级可用。并且需要进阶为2转职业等级。,SKT_Active,CalcSkillAffect_quanti,392400,7,87,41,-1,,,,全体石化,3,140,STT_All,PAT_None,chaoshiIcon_icon,chaoshiText,"skill_shihua_quanti_7(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4506,11,1,25,ICON_zhandou_jinengshifang_17_shihua_1.1.0.0,AF_zhandou_jinengshifang_17_shihua_3_1.1.0.0
2271,全体石化等级8,512,让一侧全体石化[ff6000]6[-] 次行动，石化后无法行动，防御力大幅增加，70级可用。并且需要进阶为2转职业等级。,SKT_Active,CalcSkillAffect_quanti,932400,8,87,41,-1,,,,全体石化,3,160,STT_All,PAT_None,chaoshiIcon_icon,chaoshiText,"skill_shihua_quanti_8(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4507,12,1,25,ICON_zhandou_jinengshifang_17_shihua_1.1.0.0,AF_zhandou_jinengshifang_17_shihua_3_1.1.0.0
2271,全体石化等级9,512,让一侧全体石化[ff6000]6[-] 次行动，石化后无法行动，防御力大幅增加，80级可用。并且需要进阶为3转职业等级。,SKT_Active,CalcSkillAffect_quanti,1907400,9,87,41,-1,,,,全体石化,3,180,STT_All,PAT_None,chaoshiIcon_icon,chaoshiText,"skill_shihua_quanti_9(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4508,13,1,25,ICON_zhandou_jinengshifang_17_shihua_1.1.0.0,AF_zhandou_jinengshifang_17_shihua_3_1.1.0.0
2271,全体石化等级10,512,让一侧全体石化[ff6000]7[-] 次行动，石化后无法行动，防御力大幅增加，90级可用。并且需要进阶为3转职业等级。,SKT_Active,CalcSkillAffect_quanti,,10,88,41,-1,,,,全体石化,3,200,STT_All,PAT_None,chaoshiIcon_icon,chaoshiText,"skill_shihua_quanti_10(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,,,1,25,ICON_zhandou_jinengshifang_17_shihua_1.1.0.0,AF_zhandou_jinengshifang_17_shihua_3_1.1.0.0
2281,全体酒饮等级1,511,让一侧全体酒饮[ff6000]2[-] 次行动，酒饮后每回合持续失去法力值，25级可用。,SKT_Active,CalcSkillAffect_quanti,150,1,39,41,-1,,,,全体酒饮,3,20,STT_All,PAT_None,chaozuiIcon_icon,chaozuiText,"skill_jiuzui_quanti_1(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,8000,4500,5,1,25,ICON_zhandou_jinengshifang_18_jiuzui_1.1.0.0,AF_zhandou_jinengshifang_18_jiuzui_3_1.1.0.0
2281,全体酒饮等级2,511,让一侧全体酒饮[ff6000]3[-] 次行动，酒饮后每回合持续失去法力值，25级可用。,SKT_Active,CalcSkillAffect_quanti,600,2,39,41,-1,,,,全体酒饮,3,40,STT_All,PAT_None,chaozuiIcon_icon,chaozuiText,"skill_jiuzui_quanti_2(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4501,6,1,25,ICON_zhandou_jinengshifang_18_jiuzui_1.1.0.0,AF_zhandou_jinengshifang_18_jiuzui_3_1.1.0.0
2281,全体酒饮等级3,511,让一侧全体酒饮[ff6000]3[-] 次行动，酒饮后每回合持续失去法力值，25级可用。,SKT_Active,CalcSkillAffect_quanti,1950,3,39,41,-1,,,,全体酒饮,3,60,STT_All,PAT_None,chaozuiIcon_icon,chaozuiText,"skill_jiuzui_quanti_3(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4502,7,1,25,ICON_zhandou_jinengshifang_18_jiuzui_1.1.0.0,AF_zhandou_jinengshifang_18_jiuzui_3_1.1.0.0
2281,全体酒饮等级4,511,让一侧全体酒饮[ff6000]4[-] 次行动，酒饮后每回合持续失去法力值，30级可用。,SKT_Active,CalcSkillAffect_quanti,7950,4,86,41,-1,,,,全体酒饮,3,80,STT_All,PAT_None,chaozuiIcon_icon,chaozuiText,"skill_jiuzui_quanti_4(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4503,8,1,25,ICON_zhandou_jinengshifang_18_jiuzui_1.1.0.0,AF_zhandou_jinengshifang_18_jiuzui_3_1.1.0.0
2281,全体酒饮等级5,511,让一侧全体酒饮[ff6000]4[-] 次行动，酒饮后每回合持续失去法力值，40级可用。并且需要进阶为1转职业等级。,SKT_Active,CalcSkillAffect_quanti,30900,5,86,41,-1,,,,全体酒饮,3,100,STT_All,PAT_None,chaozuiIcon_icon,chaozuiText,"skill_jiuzui_quanti_5(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4504,9,1,25,ICON_zhandou_jinengshifang_18_jiuzui_1.1.0.0,AF_zhandou_jinengshifang_18_jiuzui_3_1.1.0.0
2281,全体酒饮等级6,511,让一侧全体酒饮[ff6000]5[-] 次行动，酒饮后每回合持续失去法力值，50级可用。并且需要进阶为1转职业等级。,SKT_Active,CalcSkillAffect_quanti,144900,6,86,41,-1,,,,全体酒饮,3,120,STT_All,PAT_None,chaozuiIcon_icon,chaozuiText,"skill_jiuzui_quanti_6(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4505,10,1,25,ICON_zhandou_jinengshifang_18_jiuzui_1.1.0.0,AF_zhandou_jinengshifang_18_jiuzui_3_1.1.0.0
2281,全体酒饮等级7,511,让一侧全体酒饮[ff6000]5[-] 次行动，酒饮后每回合持续失去法力值，60级可用。并且需要进阶为2转职业等级。,SKT_Active,CalcSkillAffect_quanti,392400,7,87,41,-1,,,,全体酒饮,3,140,STT_All,PAT_None,chaozuiIcon_icon,chaozuiText,"skill_jiuzui_quanti_7(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4506,11,1,25,ICON_zhandou_jinengshifang_18_jiuzui_1.1.0.0,AF_zhandou_jinengshifang_18_jiuzui_3_1.1.0.0
2281,全体酒饮等级8,511,让一侧全体酒饮[ff6000]6[-] 次行动，酒饮后每回合持续失去法力值，70级可用。并且需要进阶为2转职业等级。,SKT_Active,CalcSkillAffect_quanti,932400,8,87,41,-1,,,,全体酒饮,3,160,STT_All,PAT_None,chaozuiIcon_icon,chaozuiText,"skill_jiuzui_quanti_8(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4507,12,1,25,ICON_zhandou_jinengshifang_18_jiuzui_1.1.0.0,AF_zhandou_jinengshifang_18_jiuzui_3_1.1.0.0
2281,全体酒饮等级9,511,让一侧全体酒饮[ff6000]6[-] 次行动，酒饮后每回合持续失去法力值，80级可用。并且需要进阶为3转职业等级。,SKT_Active,CalcSkillAffect_quanti,1907400,9,87,41,-1,,,,全体酒饮,3,180,STT_All,PAT_None,chaozuiIcon_icon,chaozuiText,"skill_jiuzui_quanti_9(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4508,13,1,25,ICON_zhandou_jinengshifang_18_jiuzui_1.1.0.0,AF_zhandou_jinengshifang_18_jiuzui_3_1.1.0.0
2281,全体酒饮等级10,511,让一侧全体酒饮[ff6000]7[-] 次行动，酒饮后每回合持续失去法力值，90级可用。并且需要进阶为3转职业等级。,SKT_Active,CalcSkillAffect_quanti,,10,88,41,-1,,,,全体酒饮,3,200,STT_All,PAT_None,chaozuiIcon_icon,chaozuiText,"skill_jiuzui_quanti_10(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,,,1,25,ICON_zhandou_jinengshifang_18_jiuzui_1.1.0.0,AF_zhandou_jinengshifang_18_jiuzui_3_1.1.0.0
2291,全体混乱等级1,508,让一侧全体混乱[ff6000]2[-] 次行动，混乱后角色不受控制，1级可用。,SKT_Active,CalcSkillAffect_quanti,150,1,39,41,-1,,,,全体混乱,3,20,STT_All,PAT_None,chaoluanIcon_icon,chaoluanText,"skill_hunluan_quanti_1(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,8000,4500,5,1,25,ICON_zhandou_jinengshifang_19_hunluan_1.1.0.0,AF_zhandou_jinengshifang_19_hunluan_3_1.1.0.0
2291,全体混乱等级2,508,让一侧全体混乱[ff6000]3[-] 次行动，混乱后角色不受控制，10级可用。,SKT_Active,CalcSkillAffect_quanti,600,2,39,41,-1,,,,全体混乱,3,40,STT_All,PAT_None,chaoluanIcon_icon,chaoluanText,"skill_hunluan_quanti_2(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4501,6,1,25,ICON_zhandou_jinengshifang_19_hunluan_1.1.0.0,AF_zhandou_jinengshifang_19_hunluan_3_1.1.0.0
2291,全体混乱等级3,508,让一侧全体混乱[ff6000]3[-] 次行动，混乱后角色不受控制，20级可用。,SKT_Active,CalcSkillAffect_quanti,1950,3,39,41,-1,,,,全体混乱,3,60,STT_All,PAT_None,chaoluanIcon_icon,chaoluanText,"skill_hunluan_quanti_3(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4502,7,1,25,ICON_zhandou_jinengshifang_19_hunluan_1.1.0.0,AF_zhandou_jinengshifang_19_hunluan_3_1.1.0.0
