talk,npcid1,content1,npcid2,content2,npcid3,content3,npcid4,content4,npcid5,content5,npcid6,content6,npcid7,content7,npcid8,content8,npcid9,content9,npcid10,content10,BattleID
467,27,根据试炼规则，你要击败先祖的分身，来证明你有资格拥有先祖的祝福。,-1,听起来，好像不太妙的样子。你们先祖一共有多少个分身？,27,这个，是根据挑战者来进行的，不过一般来说就一个分身就可以了。,-1,一个？那还好，咬咬牙就过去了。,,,,,,,,,,,,,
468,27,来了！无畏分身！这个。。看来先祖对你们的期望很大啊。,,,,,,,,,,,,,,,,,,,
469,27,看你们还有余力的样子，你们真的挺强的。,-1,呼呼，累死了，是不是试炼通过了？,,,,,,,,,,,,,,,,,
470,27,看情况，好像并没有结束，又来了，勇气分身！,-1,第二个？快准备迎战。,,,,,,,,,,,,,,,,,
471,27,勇气和无畏么？看来先祖这是在暗示着什么。。。,-1,暗示着什么？我都快累死了。,27,看来试炼没有那么容易就结束的，你趁机好好休息一下吧。,,,,,,,,,,,,,,,
472,27,第三个！智慧分身！注意它们的动作！,,,,,,,,,,,,,,,,,,,
473,-1,还有几个？我感觉我快不行了。,27,我看你们还很精神啊，不过据我所知，先祖分身一共有5个，这是第三个了。,-1,5个？难道都会出来么？不是说就1个么？,,,,,,,,,,,,,,,
474,27,看来应该是你们的身份问题，还有你们肩负的使命。来了，公平分身！,,,,,,,,,,,,,,,,,,,
475,-1,我好像在刚才的战斗中明白了什么。,27,嗯，先祖不会无缘无故的派出这么多分身来考验你们的，你们最好用心去感受。,,,,,,,,,,,,,,,,,
476,27,最好一个分身，善良！,,,,,,,,,,,,,,,,,,,
477,-1,呼呼，终于打完了，是不是试炼结束了？,27,按常理来说早就结束了，不过你们的试炼我不确定。,,,,,,,,,,,,,,,,,
478,27,没有结束，我感觉到了先祖力量在这里汇集。天。。天啊！先祖之魂！,,,,,,,,,,,,,,,,,,,
479,27,没想到先祖之魂都出现了，更没有想到你们居然可以击败先祖之魂。,-1,那是，我们可是传说中的勇者！,27,传送之中的勇者么？看来真的有希望追回神域水晶了。,,,,,,,,,,,,,,,
480,27,我们先返回塞拉米尔，你们已经通过了先祖的考验，得到了先祖的祝福，也算我们水晶部落的一员了。,-1,水晶部落？那是不是得到点优惠？,27,我们部落成为神域水晶的守护一族并不是偶然的，我们也有自己独特的技术。,,,,,,,,,,,,,,,
481,-1,独特的技术？什么技术？,27,水晶强化！我们可以把水晶进行强化，使其拥有更为强大的力量。,,,,,,,,,,,,,,,,,
482,-1,哇，这个应该怎么强化我们的水晶？,-1,这个你们就要去找部落里的巫师了，他负责进行水晶强化。,,,,,,,,,,,,,,,,,
483,27,除了水晶强化任务之外，我们还可以开启悬赏任务，让你们的伙伴前去完成任务，获得奖励。,-1,这个听上去也很不错啊。,,,,,,,,,,,,,,,,,
484,27,当然，我们部落的勇士就是这样锻炼的，这个你可以前去找部落酋长。,-1,嗯呢，这个先不着急，我们先去查看水晶封印吧。,27,好的，我在这里等你们，希望你们可以有所收获。,,,,,,,,,,,,,,,
485,27,怎么样？有什么发现没有,-1,嗯，神域水晶消失的地方留有一个法阵，上面残留的痕迹分明就是黑暗力量。,,,,,,,,,,,,,,,,,
486,27,黑暗的力量？果然是它们做的么，不过我对法阵一无所知，无法帮到你们。,-1,我们也不了解，看来只能找外援了。,-1,法阵。。法阵。。！知道了，麦哲伦！隐士麦哲伦！他就精通法阵。不过怎么联系他呢。。,,,,,,,,,,,,,,,
487,27,看来你们遇见难题了，需要帮助么？,-1,我们找到了解法阵的人了，不过他在几千里之外，等我们过去，法阵的力量肯定也消散了。,27,不用着急，我会一项古老的技术，远程通讯术，无视距离直接和他说话。,-1,那太好了，他可以直接传送到这里。,,,,,,,,,,,,,
488,27,嗯，不过施展这门技术需要一些材料，有几种我这里没有，你们可以帮我找来么？,-1,义不容辞，我们这就去。,27,好的，我需要10根七彩鸟尾。,,,,,,,,,,,,,,,
489,-1,给，这是你需要的七彩鸟尾。,27,辛苦了。,,,,,,,,,,,,,,,,,
490,27,接下来是，我看看，是荒野之证。,-1,在哪里有？,27,部落北面的那些怪兽身上就有。,,,,,,,,,,,,,,,
491,27,没错，这就是荒野之证。,,,,,,,,,,,,,,,,,,,
492,27,那就剩下最后一个材料了，地龙之血，最好是新鲜的。,-1,没问题，保证热乎。,,,,,,,,,,,,,,,,,
493,-1,来了来了，你要的地龙之血。,27,材料齐全了，这样就可以开始远程通讯术了。,,,,,,,,,,,,,,,,,
494,27,不过我该怎么样和他说呢？,-1,你就和他说，神域水晶丢失应该就可以了。,,,,,,,,,,,,,,,,,
495,28,神域水晶丢失了？什么情况？,-1,嗯，水晶被偷了，现场留下一个法阵，上面还有黑暗力量残留，我们都不太懂法阵，你帮忙看看吧。,28,好的，我们快去吧。,28,等等，我好像感觉有点不太对的样子，大家小心一些。,,,,,,,,,,,,,
496,-1,该死的，这是什么？,,,,,,,,,,,,,,,,,,,
497,-1,你知道这是什么怪物么？,28,看着像黑暗生物，但是从气息感觉上来说，完全不是。,,,,,,,,,,,,,,,,,
498,28,不过这个水晶之地应该已经被这种气息污染了，我使用探查术看看，你们要小心一些。,-1,嗯，没问题，我们继续前进。,,,,,,,,,,,,,,,,,
499,-1,越来越强大了，而且明显感觉他们应该有等级划分的。,,,,,,,,,,,,,,,,,,,
500,28,我已经用探查术感知过了，这些怪物完全不是黑暗生物，但是更加邪恶！,-1,不管是什么，既然它们敢来，我们就干掉它们。,,,,,,,,,,,,,,,,,
501,28,这些气息的源头就在前面，我们加速。,,,,,,,,,,,,,,,,,,,
502,-1,这。。这是什么？,28,这就是怪物的源头，而且。。地上的法阵是黑暗力量没有错，这些怪物。。恐怕是。。,-1,恐怕是什么？,,,,,,,,,,,,,,,
503,28,我有种感觉，这个地方不是用来封印神域水晶的，反而应该是封印这个怪物的。。,-1,什么。。什么？这个怪物才是应该被封印的？,28,没错，这里的布局和力量应该就是这样的，,,,,,,,,,,,,,,,
504,28,这个怪物到底是什么？,-1,别猜了，它醒了！,,,,,,,,,,,,,,,,,
505,-1,可恶，居然让他跑了。,28,不，它不是跑了，而是好像被什么东西召唤回去了。,28,这个地方的事情，大祭司肯定知道，我们回去问她。,,,,,,,,,,,,,,,
506,28,这个地方的事情，大祭司肯定知道，我们回去问她。,,,,,,,,,,,,,,,,,,,
507,27,什么？漆黑的身影？完全看不清相貌？难道那个是真的？,-1,什么是真的？,27,我们大祭司世代流传的传说-深渊！,-1,越说我越糊涂了，深渊又是什么。,26,用我们大祭司流传的话来说，深渊是一切罪恶的起源。,-1,。。听起来就很厉害的样子。这下可怎么办。,,,,,,,,,
508,25,现在才知道我错过的太多了,,,,,,,,,,,,,,,,,,,
509,26,这里已经几千年没有外人来过了，你们的到来我预见不了结果。,,,,,,,,,,,,,,,,,,,
510,27,这里已经几千年没有外人来过了，你们的到来我预见不了结果。,,,,,,,,,,,,,,,,,,,
511,28,世界越来越乱了，真是。。。,,,,,,,,,,,,,,,,,,,
512,29,世界越来越乱了，真是。。。,,,,,,,,,,,,,,,,,,,
513,30,你们准备好了么？,,,,,,,,,,,,,,,,,,,46
514,31,无畏是什么？,,,,,,,,,,,,,,,,,,,47
515,32,勇气是什么？,,,,,,,,,,,,,,,,,,,48
516,33,智慧是什么？,,,,,,,,,,,,,,,,,,,49
517,34,公平是什么？,,,,,,,,,,,,,,,,,,,50
518,35,善良是什么？,,,,,,,,,,,,,,,,,,,51
519,36,你们准备好了么？,,,,,,,,,,,,,,,,,,,52
520,37,。。。。。。,,,,,,,,,,,,,,,,,,,53
521,38,。。。。。。,,,,,,,,,,,,,,,,,,,54
522,39,。。。。。。,,,,,,,,,,,,,,,,,,,55
523,40,没想到女神的封印也会松动，她的神力在衰退。。。我们的世代终将到来！,,,,,,,,,,,,,,,,,,,56
524,41,守护。。保卫。。。消灭！,,,,,,,,,,,,,,,,,,,45
525,42,想要买点什么么？,,,,,,,,,,,,,,,,,,,
526,43,你想预见外来么？,,,,,,,,,,,,,,,,,,,
527,44,我会用手中的武器保护我的部落和大祭司大人！,,,,,,,,,,,,,,,,,,,
528,45,我们的部落的手艺，可是传承了几千年。,,,,,,,,,,,,,,,,,,,
529,46,欢迎你们，外来者。,,,,,,,,,,,,,,,,,,,
530,26,麦哲伦一定会有办法的，你去问问他把。,,,,,,,,,,,,,,,,,,,
531,28,恩，确实很难办，我们只能依靠那个人了。,-1,那个人？是谁？,,,,,,,,,,,,,,,,,
532,28,你听说过时间贤者么？去找到他吧，找到他，才有可能挽回这一切。,-1,我去哪才能找到他？,,,,,,,,,,,,,,,,,
533,28,缘，妙不可言。,,,,,,,,,,,,,,,,,,,
535,2,接下来就是下一步了、,,,,,,,,,,,,,,,,,,,
1000,500,杀啊！给我抢啊！给我烧啊！老子要洗劫干净这个村子！,-1,你这个粗汉，赶紧停止这样残暴的行为吧。,500,哼，你这样的小鬼竟然敢管我的事儿！让我宰了你吧！,,,,,,,,,,,,,,,2
1001,501,吼！吼！吼！,-1,你这个丑陋的怪物瞎叫唤什么，让我来好好收拾你吧！,,,,,,,,,,,,,,,,,7
1002,502,愚蠢的人类，竟然敢闯入科托大人的实验室内，让我来同化你为亡灵伙伴吧。,-1,你这个不死生物，快告诉我科托去哪里了，我有事儿要见他。,502,哼哼，告诉你也无妨，科托大人早已离开这里了，他通过实验室的密门前往了别的地方，不过你是过不去的，因为你会永远留在这里。,,,,,,,,,,,,,,,3
1003,503,吼！,-1,好可怕的大棕熊……这个猎物可不好对付呀……,,,,,,,,,,,,,,,,,4
1004,504,咦嘻嘻！吓唬人可真好玩！这是我最喜欢的游戏！,-1,你这个小鬼魂也太淘气了，赶快离开这里吧。,504,咦嘻嘻！想让我离开容易，看你能不能击败我喽！,,,,,,,,,,,,,,,5
1005,505,我可是这附近最厉害的盗匪，早晚有一天我会成为聂拉维尔最强的盗匪！,-1,你还真是很有理想嘛，可惜都用在坏地方了。,505,你这个家伙想要忤逆我吗？让我给你点颜色看看！,,,,,,,,,,,,,,,6
1006,506,额！额！额！,,,,,,,,,,,,,,,,,,,8
1007,507,我的脾气很火爆哦，谁接近我我就炸了谁，现在我就要炸了你！,-1,神经病！你这样的家伙只会妨碍过往旅人！,,,,,,,,,,,,,,,,,9
1008,508,你们这群愚蠢的人类，竟然敢闯入我们的领地，现在就是我们报复的时刻了！,-1,还不是你们食人魔经常侵害罗德里镇的人，这是你们咎由自取！想要破坏这里？我和我的队友们会阻止你的！,,,,,,,,,,,,,,,,,10
1009,509,弱小的人类，竟然敢闯入我的洞穴，我一定要把你生吞进肚子！,-1,食人魔都是四肢发达，头脑简单的生物，而你就是其中典型！,,,,,,,,,,,,,,,,,11
1010,510,吼！我是近海之王海巨龙！,,,,,,,,,,,,,,,,,,,12
1011,511,我的身体好疼……我要报复这个社会！,,,,,,,,,,,,,,,,,,,13
1012,512,嘶！,,,,,,,,,,,,,,,,,,,14
1013,513,吼！,,,,,,,,,,,,,,,,,,,15
1014,514,我好饿！我好想吃肉！,,,,,,,,,,,,,,,,,,,16
1015,515,我是个刺客，我活着的意义就是刺杀。,,,,,,,,,,,,,,,,,,,17
1016,516,这些货物都是我的！我要借此完成克洛大人的遗愿！我要支配罗德里镇！,,,,,,,,,,,,,,,,,,,18
1017,517,区区一个人类，竟然敢来这里！让我帮未来的盟友宰了你吧！,,,,,,,,,,,,,,,,,,,19
1018,518,……你竟然发现了我，不简单，可惜……这也印证了你要死了……,,,,,,,,,,,,,,,,,,,20
1019,519,嗷呜！,,,,,,,,,,,,,,,,,,,21
1020,520,……竟然够胆来挑战我，不错，让我看看你能否阻止我的任务吧。,,,,,,,,,,,,,,,,,,,22
1021,521,你这个残忍的家伙，竟然杀死这么多我的手下！我绝对饶不了你！我要为我的弟兄们报仇！,,,,,,,,,,,,,,,,,,,23
1022,522,无用的人类，为什么要召唤我，我真是懒得来到人界，不过既然来了，就开始折磨一下你们这些愚蠢的家伙吧。,,,,,,,,,,,,,,,,,,,24
1023,523,沉睡了这么久，如今醒来，就由本王继续统治巴尔克斯坦吧！我要将这里的人类都变为不死生物！,,,,,,,,,,,,,,,,,,,25
1024,524,我是这片绝望沙漠的王者，我是阿克苏！蝎子王！,,,,,,,,,,,,,,,,,,,26
1025,525,吼！吼！吼！,,,,,,,,,,,,,,,,,,,27
1026,526,吱~吱吱~,,,,,,,,,,,,,,,,,,,28
1027,527,在这片沙漠中，一切都该老子说了算！你们快把钱财拿来孝敬老子！,,,,,,,,,,,,,,,,,,,29
1028,528,战争开始啦！只有战争才能征服一切！你们人类就是太懦弱了！,,,,,,,,,,,,,,,,,,,30
1029,529,吼！,,,,,,,,,,,,,,,,,,,31
1030,530,不知不觉，已经沉睡这么久了，是时候大闹一场了。,,,,,,,,,,,,,,,,,,,32
1031,531,吾才是巴尔克斯坦真正的主人，你们人类太过猖狂，是时候让我收回自己的地盘了。,,,,,,,,,,,,,,,,,,,33
1032,532,我乃蜥蜴人的王者！巴尔克斯坦应该归于蜥蜴人统帅！尔等人类，快退去，我即可不难为你们！,,,,,,,,,,,,,,,,,,,34
1033,533,哎呀，哪里有好酒啊，好久都没喝酒了，弄得我浑身乏力，快把你身上的好酒给我，不然我要抢了！,,,,,,,,,,,,,,,,,,,35
1034,534,黑暗军团将会统治整个奥梅亚斯！不久的将来，还会统治巴尔克斯坦！,,,,,,,,,,,,,,,,,,,36
1035,535,喵呜！又有美味送上门了！今天可以饱餐一顿了！,,,,,,,,,,,,,,,,,,,37
1036,536,人类，我知道你来此的目的，不用多言，让我看看你的实力吧。,,,,,,,,,,,,,,,,,,,38
1037,537,嗷呜！,,,,,,,,,,,,,,,,,,,39
1038,538,什么人敢跟我们黑暗军团抗衡？想必只有蠢材才会如此！,,,,,,,,,,,,,,,,,,,40
1039,539,愚蠢的凡人，竟敢来到我的地盘对抗我，嘿嘿嘿，你这下可是有来无回了。,,,,,,,,,,,,,,,,,,,41
1040,540,又见面了，我早就知道会见到你，你想救玛利亚女王？嘿嘿，先过我这一关吧。,,,,,,,,,,,,,,,,,,,42
1041,541,我最近真是走背运呀，无端被卷入黑暗军团与奥梅亚斯的争端，又无端被囚，逃出来还能碰你这样的守卫！好吧，逼我出手是吗！,,,,,,,,,,,,,,,,,,,43
1042,542,你终于来了，比我想象的要快，你不断的破坏我们黑暗军团的计划，现在由我亲手处理掉你，很好。,,,,,,,,,,,,,,,,,,,44
1043,543,怎么又是你？我以为你不会再次出现在伊利斯村了呢！可恶！这次我一定要干掉你！,,,,,,,,,,,,,,,,,,,2
3000,1000,#name#，欢迎你来到聂拉维尔王城！,-1,我在这里都能做什么？,1000,能做很多，比如你可以在这里进行传送、参加活动、买卖道具、参加竞技场等等。,-1,那真是方便呀！,,,,,,,,,,,,,
3001,1001,来我这里做任务，赏赐很高哦。,,,,,,,,,,,,,,,,,,,
3002,1001,嘿嘿，希望我们能够合作愉快哦。,,,,,,,,,,,,,,,,,,,
3003,1001,完成任务后再来找我吧，不然你什么都拿不到。,,,,,,,,,,,,,,,,,,,
3004,1001,完成任务了？干得漂亮！以后我们常合作哦。,,,,,,,,,,,,,,,,,,,
3005,1101,追寻你的目标，完成你的目标。,,,,,,,,,,,,,,,,,,,
3006,1101,来挑战这些可怕的敌人吧，只要你够胆子的话，当然奖励是非常可观的。,,,,,,,,,,,,,,,,,,,
3007,1101,没有击败你的对手，凭什么我会给你奖励？,,,,,,,,,,,,,,,,,,,
3008,1101,不错，希望你下次还会勇敢的挑战那些可怕的敌人。,,,,,,,,,,,,,,,,,,,
3009,1201,咕噜咕噜！,,,,,,,,,,,,,,,,,,,
3010,1301,吼！,,,,,,,,,,,,,,,,,,,5000
3011,1308,吼！,,,,,,,,,,,,,,,,,,,5001
3012,1314,吼！,,,,,,,,,,,,,,,,,,,5002
3013,5015,#name#大人，欢迎您来到聂拉维尔，克里斯王已经等您很久了。,-1,您是？还有……克里斯王为什么要征召我来这里？,5015,原因我这个做臣子的不便多说，总之您见到克里斯王，自然会知道了。,-1,嗯，那么我现在能否去觐见克里斯王呢？,5015,我觉得您应该先去参拜一下格拉神像，希望格拉能够给予您更多的庇佑。,-1,嗯……这样也好，愿格拉眷顾我。,,,,,,,,,
3014,5015,克里斯王正着急要见您呢，不要在这里浪费时间了。,,,,,,,,,,,,,,,,,,,
3015,-1,创世之神格拉，请您……请您指引我未来的道路……以及我父亲的去向……,5014,……,-1,我的父亲……罗伯特……他已经失踪很多年了，我好想……再次见到他……,5014,……,,,,,,,,,,,,,
3016,-1,现在我要去觐见克里斯王了，望您能给予我眷顾。,5014,……,,,,,,,,,,,,,,,,,
3017,-1,……,,,,,,,,,,,,,,,,,,,
3018,1000,#name#，我就是这聂拉维尔的国王克里斯，你的父亲罗伯特，是贝伦大陆上的传奇冒险家，他是我的朋友。,-1,我的父亲已经失踪很多年了，我不想再提他了，克里斯王，您这次征召我前来，所为何事？,1000,我正在寻找一件神器，叫做格拉之泪，传说是创世神格拉的眼泪幻化而成的，我的寿命已经不多了，而格拉之泪拥有延年益寿的作用。,-1,寻找这种传说中的物品，犹如大海捞针，您为何要找我去做这种事情？,1000,聂拉维尔境内的伊利斯村中有一个老人叫做比莫夫，他是一个对诸神传说非常有研究的人了，也许他拥有一些我们需要的线索。,-1,因为我是传奇冒险家罗伯特的孩子吗……,1000,在贝伦大陆冒险，仅靠你自己的力量是不行，我赠与你一个宠物吧，它会给你很多帮助。,-1,好吧，我将带着这个宠物伙伴，踏上行程。,,,,,
3019,-1,就是您这里可以执行一些日常的任务吗？,1002,没错！就是我！现在要不要来做一做我的工作？,,,,,,,,,,,,,,,,,
3020,-1,哇！这里就是酒吧呀！看起来好赞！,5016,这位客人，第一次来这里吗？,-1,是啊！我第一次来这里呢，能帮我介绍一下这里吗？,5016,你在这里可以跟这些导师学习新的职业，不过要记住，学习了新职业，现在的职业就没有了哦！,5016,不过剑士、武僧以及咒术需要35级才能进行转职，等你达到等级再来找他们吧。,,,,,,,,,,,
3021,-1,我在这里究竟能做什么？,1101,通缉挑战！来不断的挑战自我吧！,,,,,,,,,,,,,,,,,
3022,1103,贝伦大陆，是一个英雄辈出的地方，所以我的祖上才建立了英雄公会。,,,,,,,,,,,,,,,,,,,
3023,-1,这里就是英雄公会吗？我该在这里做什么？,1103,你将在英雄公会里遇到很多贝伦大陆上的英雄，是否会受到大家的赞誉，就看你的表现了。,,,,,,,,,,,,,,,,,
3024,-1,竞技场挑战完成！,9575,很好，以后多多在竞技场建立名望吧。,,,,,,,,,,,,,,,,,
3100,1103,很高兴认识您，您就是最近开始扬名的#name#吧？我是英雄公会的会长，我叫艾丽西亚。,1103,我们英雄公会对贝伦大陆任何英雄都持开放态度，而最近有一件事让我很苦恼。,1103,有一个战场上的逃兵，名叫辛克亚，由于她在战场上的行为，让我们英雄公会受辱，所以我希望你能够帮我抓住她。,1103,事成之后，我会给予你非常丰厚的报酬，还望你早日抓到辛克亚。,,,,,,,,,,,,,
3101,1103,问题解决了？貌似还没有吧，所以不要耽误彼此时间。,,,,,,,,,,,,,,,,,,,
3102,1103,还是让她逃走了吗？我得好好查一查辛克亚这个胆小鬼跑到哪去了。,,,,,,,,,,,,,,,,,,,
3103,1103,总算让我找到了！辛克亚逃到了苏娜那里，苏娜被称为佣兵女神，她可是最强的佣兵。,1103,去帮我跟苏娜好好谈谈吧，让她不要为了胆小的辛克亚，而与英雄公会作对。,,,,,,,,,,,,,,,,,
3104,1103,嗯……由苏娜做担保，那么我也不好说什么了，总之，这次多谢你的帮助了。,1103,希望这次会为我们未来的良好合作开一个好头，以后请多多关照了。,,,,,,,,,,,,,,,,,
3105,1103,吉娜这个家伙！竟然敢反抗我委派的命令！简直是要气死我！,1103,吉娜被称为女武神，是一个实力强劲的女性武僧，不过她这个人，实在是太不知深浅！,1103,对于这样只知道习武，却不晓得人情世故的家伙，真需要好好的教训一下！这个任务就交给你了！,,,,,,,,,,,,,,,
3106,1103,哈哈哈！吉娜这家伙果然服软了！我要的就是这种效果！,,,,,,,,,,,,,,,,,,,
3107,1103,真想不到啊，那个被称为幽火的大法师阿巴斯竟然因为吉娜而对我表达不满！,1103,如果不满的情绪传达开了，会非常影响英雄公会的声誉的，所以你快去制止阿巴斯的愚蠢行为吧！,,,,,,,,,,,,,,,,,
3108,1103,哼哼，阿巴斯这个家伙，现在知道了吧，在英雄公会，我是拥有绝对权威的！,,,,,,,,,,,,,,,,,,,
3109,1103,鹰眼格隆又在贝拉海滩狩猎了！之前耶鲁卡夫镇长明确跟我表示过了，禁止过度狩猎！,1103,格隆这个家伙真是完全不顾生态平衡！必须阻止他！不然耶鲁卡夫镇长绝对会发怒的。,1103,我可不希望英雄公会没法再罗德里镇立足！,,,,,,,,,,,,,,,
3110,1103,格隆那个家伙竟然还不服气吗？还想找人给我教训？真是胆大妄为！,,,,,,,,,,,,,,,,,,,
3111,1103,哼，格隆那个家伙有苦头吃了，了不起的大牧师，被称为冥王的伯纳德谴责了格隆。,1103,格隆平日里最怕的就是伯纳德了，这下有他苦头吃了，这太让人开心了！,1103,不过你要小心点了，伯纳德说，你击败了这么多英雄公会的好手，所以要给予你点教训。,,,,,,,,,,,,,,,
3112,1103,伯纳德想要教训你，结果反倒是被你所折服了，你这个人呢，还真是有人格魅力呀！,,,,,,,,,,,,,,,,,,,
3113,1103,你的名望在英雄公会里越来越大了，人就是这样，名望一大，麻烦也随之而来了。,1103,别怪我没提醒你，咒术女王摩拉要试试你的身手，她现在就在林间走廊。,1103,小心点吧，那个女人的咒术……太可怕了……,,,,,,,,,,,,,,,
3114,1103,不错嘛，摩拉完全认可了你的实力，她被称为女王不是没原因的，她可是一个非常高傲的人。,1103,我还是第一次见到摩拉这么推崇一个人。,,,,,,,,,,,,,,,,,
3115,1103,我说什么来着，名望越大，麻烦越多，摩拉在神箭手阿卡丽那边大大的赞扬了你一番。,1103,阿卡丽外表非常甜美，但内心可是非常争强好胜的，现在她非吵着要和你交手。,1103,别怪我卖了你，去林间走廊跟阿卡丽比比看吧，不然她不会死心的。,,,,,,,,,,,,,,,
3116,1103,阿卡丽刚刚跟我说，她要更努力的锻炼，争取超越你，你看她的个性多坦率啊。,,,,,,,,,,,,,,,,,,,
3117,1103,不得了了，不得了了，伟大的至尊骑士，了不起的费伦大公爵，竟然要见你！,1103,他现在正在巴尔克斯坦与沙漠之狐苏莱曼大人进行政治交流呢，你可以去那里拜访他。,,,,,,,,,,,,,,,,,
3118,1103,哈哈哈！我就猜到了，费伦大公爵肯定会试试你的身手的，他可是非常喜欢切磋的！,,,,,,,,,,,,,,,,,,,
3119,1103,女剑神玛娜是最强的剑士，她是费伦大公爵的挚友，最近也来到了巴尔克斯坦。,1103,她知道你跟费伦大公爵交手的消息后，也难耐寂寞，想与你切磋一番，你就去找她吧。,,,,,,,,,,,,,,,,,
3120,1103,玛娜是很强的，不过你也不错，你们这些人真是英雄公会最宝贵的财富。,,,,,,,,,,,,,,,,,,,
3121,1103,你在英雄公会的名望和地位都非常好了，很多英雄都非常推崇你。,1103,乔克，一个从无败绩的剑士，他这一生只有一个心愿，那就是遇到一个可以击败自己的人。,1103,他看到了你，仿佛看到了希望，希望你能满足他这个愿望。,,,,,,,,,,,,,,,
3122,1103,到底还是，乔克没有使全力，不过这也不错了，他也很满足了。,,,,,,,,,,,,,,,,,,,
3123,1103,完了，完了，你得罪了一个可怕的人，暗火巴特门迪，一个非常冷库的大咒术师。,1103,巴特门迪觉得你的尖儿冒的太过了，所以表示要除掉了你。,1103,你们两个的事情，私下解决吧，可千万别影响了英雄公会的声誉。,,,,,,,,,,,,,,,
3124,1103,哈哈哈！连那个可怕的巴特门迪都不是你的对手啊，不过我也想不到他还有善良的一面。,,,,,,,,,,,,,,,,,,,
3125,1103,光使徒艾莉，正在沙漠绿洲那边布道，她非常希望能够见到你，与你交流一下。,1103,见到艾莉时，记得客气一点，她在贝伦大陆的名望非常高，别得罪她！,,,,,,,,,,,,,,,,,
3126,1103,艾莉非常看好你的实力哦，她表示你一定能够为英雄公会做出更多贡献的，所以请加油吧。,,,,,,,,,,,,,,,,,,,
3127,1103,啊哈！告诉你一个消息，我也不知道是好消息，还是坏消息。,1103,由于艾莉到处宣扬你的实力，竟然惊动了伟大的战神！伟大的奎托斯！,1103,奎托斯可是一个武痴，以武会友看来避免不了了，我真心的祝福你哦。,,,,,,,,,,,,,,,
3128,1103,奎托斯现在对你真是赞不绝口，他甚至告诉我，与你为友是种荣耀。,1103,要知道，奎托斯以前可是从来都不会说这种话的。,,,,,,,,,,,,,,,,,
3129,1103,你锋芒太露，惹得卡娜嫉妒了，卡娜是一个非常厉害的法师，被称为奥术玫瑰。,1103,不过以你的实力，应该可以与她抗衡，去击败她，再一次显露你的实力吧。,,,,,,,,,,,,,,,,,
3130,1103,哈哈哈！卡娜对你还是很不服气啊，看来你们以后交手的机会少不了。,,,,,,,,,,,,,,,,,,,
3131,1103,玫瑰骑士，安娜侯爵，她可是卡娜的闺蜜，现在她扬言要为卡娜报仇。,1103,你得小心点了，虽然如果你报出费伦公爵的名字，可能会避免威胁，不过我想你也不是那种人。,,,,,,,,,,,,,,,,,
3132,1103,连安娜侯爵都承认你的实力了，你已经不需要再担心什么了，你是英雄公会最了不起的人物之一。,,,,,,,,,,,,,,,,,,,
3133,1103,你知道清道夫阿拉贡吗？一个非常强悍的男人，英雄公会中最不好惹的人。,1103,你倒霉了，阿拉贡张嘴闭嘴就是要把你扔出公会，你可有的受了。,,,,,,,,,,,,,,,,,
3134,1103,阿拉贡现在对你还是很不满，不过他似乎也知道了，你也不是什么好惹的人。,,,,,,,,,,,,,,,,,,,
3135,1103,你把阿拉贡教训了，让英雄公会里很多人感到了不安，你知道这会有什么后果吗？,1103,哎，你自求多福吧，公会里最强的刺客，猎杀者西雅已经盯上你了。,,,,,,,,,,,,,,,,,
3136,1103,西雅表示想看看你究竟会让英雄公会走向怎样的未来，其实我也想看看，你真是让人不敢预估。,,,,,,,,,,,,,,,,,,,
3137,1103,刺客之王艾奥，贝伦大陆上最强的刺客之一，他表示你在挑战一个刺客的荣辱。,1103,我估计吧，这次你会被杀死，谁知道呢，我可不希望你死，你对英雄公会来说，是笔财富。,,,,,,,,,,,,,,,,,
3138,1103,哎呀，你竟然没有被那个强大的艾奥杀死，真是了不起，佩服佩服，这也算是英雄公会之福。,,,,,,,,,,,,,,,,,,,
3139,1103,巫王汉克斯出马了！你又惊动大人物了，汉克斯表示要看看英雄公会究竟出了个怎样的人物。,1103,你们之间的对垒，肯定有看点，不错，不错，真是不错。,,,,,,,,,,,,,,,,,
3140,1103,精彩的对垒！希望还能多看到这样的对垒，嘿嘿，这样会促进英雄公会的名望的。,,,,,,,,,,,,,,,,,,,
3141,1103,猩红女巫梅丽，你说过她吗？要论心狠手辣，在英雄公会中，梅丽应该算名列前茅的。,1103,现在这个心狠手辣的女人，已经将目标放在你的身上了，嘿嘿，想想就有意思！,,,,,,,,,,,,,,,,,
3142,1103,我感觉吧，梅丽始终是不会放过你的，以后你的日子可要苦了，嘿嘿。,,,,,,,,,,,,,,,,,,,
3143,1103,鹰眼格隆又出现了，他是不是要报复你啊？总之你小心一点吧。,1103,格隆聪明的话，应该对你来个远程狙击，这是个好办法，我应该去提醒一下他。,,,,,,,,,,,,,,,,,
3144,1103,这次格隆会彻底的钦佩你了吧，毕竟你还是有这样的魅力的。,,,,,,,,,,,,,,,,,,,
5000,1,我叫做安娜，来自美丽的伊利斯村。,,,,,,,,,,,,,,,,,,,
5001,2,贝伦大陆诸神的传说，可是非常有意思的。,,,,,,,,,,,,,,,,,,,
5002,3,……？,,,,,,,,,,,,,,,,,,,
5003,4,邪恶的宠物别想闯入伊利斯村！,,,,,,,,,,,,,,,,,,,
